participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score
P01799,52,Female,Black,High School,Conservative,5,4,1,2.9,2
P01800,40,Male,Other,Master,Moderate,5,1,1,3.8,3
P01801,62,Male,Hispanic,Master,Liberal,3,1,3,1.6,3
P01802,39,Female,White,Master,Conservative,5,3,4,3.4,1
P01803,31,Female,Hispanic,High School,Liberal,3,3,1,2.3,3
P01804,21,Male,White,PhD,Conservative,4,1,5,4.0,4
P01805,18,Male,Hispanic,High School,Liberal,4,2,4,2.3,2
P01806,20,Female,White,High School,Liberal,1,1,5,2.7,2
P01807,43,Female,White,Master,Moderate,2,1,5,1.4,1
P01808,46,Male,White,High School,Conservative,2,4,1,3.4,1
P01809,21,Female,White,High School,Conservative,5,1,4,2.6,2
P01810,50,Male,Black,High School,Moderate,2,1,2,2.5,1
P01811,34,Male,Hispanic,Master,Liberal,4,1,3,3.0,3
P01812,41,Female,Black,High School,Moderate,1,2,2,1.3,3
P01813,59,Male,Black,Bachelor,Conservative,4,4,3,2.3,4
P01814,50,Male,Asian,Bachelor,Moderate,3,5,4,2.8,1
P01815,36,Female,White,Master,Conservative,5,5,1,4.5,2
P01816,29,Female,White,PhD,Moderate,5,5,4,3.2,5
P01817,18,Male,White,Bachelor,Moderate,2,5,2,3.4,2
P01818,31,Female,White,High School,Moderate,3,4,5,3.1,5
P01819,37,Female,White,High School,Conservative,2,1,3,5.0,5
P01820,28,Male,White,Bachelor,Conservative,2,5,3,3.9,4
P01821,38,Female,White,Master,Moderate,2,1,2,1.0,5
P01822,40,Male,White,High School,Moderate,3,5,1,3.2,3
P01823,37,Male,Hispanic,High School,Liberal,2,2,4,4.1,3
P01824,32,Female,White,Master,Liberal,5,1,2,1.5,4
P01825,42,Female,White,Bachelor,Conservative,2,4,4,3.1,2
P01826,45,Male,White,Master,Liberal,3,2,1,2.5,2
P01827,26,Male,White,Master,Conservative,3,2,5,2.1,2
P01828,56,Female,White,Master,Conservative,4,4,4,4.3,2
P01829,38,Male,White,Bachelor,Conservative,2,2,1,2.3,3
P01830,40,Male,White,Bachelor,Conservative,3,1,2,2.3,3
P01831,48,Male,White,Not Applicable,Moderate,2,3,5,2.1,4
P01832,42,Female,White,Bachelor,Conservative,1,3,5,1.9,4
P01833,51,Male,White,High School,Liberal,5,5,5,2.5,4
P01834,43,Male,Black,High School,Moderate,5,5,3,2.4,2
P01835,32,Female,White,Bachelor,Conservative,2,1,1,1.8,2
P01836,44,Female,White,PhD,Liberal,5,4,4,3.0,3
P01837,26,Female,White,High School,Conservative,5,1,2,1.0,3
P01838,41,Male,Hispanic,High School,Conservative,1,5,5,3.1,1
P01839,39,Female,White,Master,Conservative,5,2,5,4.0,1
P01840,37,Male,Asian,PhD,Liberal,5,1,5,2.5,2
P01841,38,Male,Asian,High School,Moderate,3,1,1,3.4,3
P01842,18,Female,White,High School,Liberal,5,4,2,2.7,2
P01843,33,Male,White,Bachelor,Conservative,2,5,1,5.0,5
P01844,41,Male,White,High School,Moderate,5,1,2,4.0,1
P01845,41,Male,White,Master,Moderate,2,2,4,2.1,4
P01846,27,Male,White,High School,Moderate,5,2,3,4.3,2
P01847,55,Male,White,High School,Liberal,2,3,2,5.0,5
P01848,29,Other,White,High School,Liberal,5,5,1,2.8,4
P01849,51,Male,White,High School,Liberal,2,2,1,3.5,5
P01850,45,Male,Hispanic,High School,Moderate,5,4,1,4.0,3
P01851,32,Male,White,High School,Conservative,1,5,3,1.9,3
P01852,61,Female,Hispanic,Master,Liberal,3,2,2,1.2,3
P01853,25,Female,Hispanic,High School,Liberal,3,1,2,3.2,4
P01854,51,Male,Hispanic,PhD,Moderate,3,5,2,2.2,4
P01855,52,Female,Hispanic,High School,Conservative,3,2,2,2.8,3
P01856,31,Male,White,Bachelor,Liberal,1,1,5,4.0,4
P01857,56,Male,White,High School,Liberal,1,3,5,3.6,3
P01858,36,Male,White,High School,Liberal,5,5,1,3.6,2
P01859,43,Male,White,Bachelor,Liberal,1,5,5,2.9,3
P01860,43,Male,Hispanic,Bachelor,Liberal,3,2,2,2.4,1
P01861,38,Female,Other,Master,Liberal,4,3,2,2.3,2
P01862,49,Male,White,Master,Conservative,5,4,5,4.7,3
P01863,49,Female,White,Bachelor,Moderate,2,2,4,5.0,1
P01864,19,Male,White,Bachelor,Liberal,3,2,1,4.1,3
P01865,55,Male,White,PhD,Moderate,3,4,3,2.7,2
P01866,20,Male,White,Bachelor,Moderate,3,4,1,1.9,3
P01867,52,Female,White,Not Applicable,Conservative,1,4,1,5.0,4
P01868,53,Male,Hispanic,Master,Liberal,2,4,1,3.5,3
P01869,26,Female,White,High School,Conservative,5,4,5,3.4,2
P01870,35,Male,Hispanic,High School,Conservative,3,1,1,2.4,5
P01871,26,Male,Black,Bachelor,Liberal,2,1,2,3.7,3
P01872,37,Male,Hispanic,Master,Conservative,4,4,1,2.8,4
P01873,36,Male,White,Bachelor,Moderate,1,3,2,1.9,2
P01874,49,Male,Hispanic,Master,Moderate,3,3,5,2.7,1
P01875,55,Male,Black,High School,Liberal,2,4,5,3.4,5
P01876,56,Female,White,High School,Liberal,2,1,1,4.5,3
P01877,33,Male,White,High School,Moderate,3,3,2,1.4,2
P01878,37,Female,Hispanic,Bachelor,Liberal,2,1,2,1.8,4
P01879,19,Male,White,Bachelor,Moderate,2,2,2,2.6,4
P01880,30,Female,White,High School,Liberal,5,1,2,2.1,2
P01881,51,Female,White,Bachelor,Moderate,1,4,3,3.0,4
P01882,59,Male,Black,High School,Moderate,5,5,5,2.5,5
P01883,25,Male,Hispanic,High School,Liberal,1,4,2,3.1,1
P01884,32,Female,White,Bachelor,Moderate,1,2,3,3.2,4
P01885,39,Female,White,High School,Moderate,5,1,3,1.6,4
P01886,43,Male,Other,Bachelor,Liberal,3,3,5,2.8,1
P01887,30,Male,Asian,Master,Liberal,2,4,4,2.2,5
P01888,45,Female,Hispanic,Master,Liberal,4,3,1,4.1,5
P01889,34,Male,White,High School,Liberal,5,1,5,2.3,5
P01890,39,Female,White,Bachelor,Conservative,5,2,4,2.5,4
P01891,46,Male,White,Master,Moderate,3,4,1,2.1,4
P01892,40,Male,Black,Master,Liberal,2,3,1,3.0,5
P01893,34,Female,White,Master,Liberal,5,4,1,2.8,4
P01894,38,Female,White,High School,Liberal,4,4,3,4.5,3
P01895,38,Male,White,High School,Moderate,2,3,2,3.0,4
P01896,35,Male,White,Bachelor,Liberal,5,2,1,4.3,5
P01897,36,Female,Hispanic,Master,Moderate,5,4,2,4.5,2
P01898,59,Female,White,High School,Liberal,1,2,1,2.6,5
P01899,46,Male,Black,High School,Conservative,1,2,3,2.8,2
P01900,36,Female,Hispanic,Master,Liberal,5,1,1,2.4,4
P01901,48,Female,White,High School,Moderate,3,3,5,1.8,4
P01902,35,Female,Black,High School,Conservative,1,1,4,5.0,2
P01903,54,Female,Other,High School,Moderate,5,5,1,2.4,5
P01904,44,Male,Hispanic,High School,Conservative,2,1,4,2.1,1
P01905,38,Female,White,Bachelor,Moderate,4,4,4,1.9,1
P01906,45,Female,White,High School,Moderate,1,4,3,2.4,5
P01907,21,Male,White,High School,Moderate,5,4,4,2.7,4
P01908,26,Male,Black,High School,Conservative,1,5,3,4.2,2
P01909,25,Male,Black,High School,Moderate,2,2,1,4.8,2
P01910,41,Female,Black,Bachelor,Conservative,3,4,2,1.0,5
P01911,60,Male,White,High School,Liberal,5,1,3,4.6,5
P01912,66,Female,White,Bachelor,Moderate,2,2,4,4.7,3
P01913,47,Female,White,High School,Conservative,4,1,4,2.4,2
P01914,46,Female,White,High School,Liberal,5,1,1,2.1,3
P01915,18,Female,Black,High School,Conservative,4,4,3,3.5,4
P01916,33,Female,White,High School,Liberal,3,1,1,2.4,2
P01917,30,Male,White,Bachelor,Conservative,5,5,3,4.5,5
P01918,32,Female,White,Bachelor,Moderate,5,2,2,3.5,5
P01919,37,Male,White,Master,Liberal,2,4,5,2.2,4
P01920,34,Female,White,High School,Conservative,1,4,1,3.3,1
P01921,18,Male,White,High School,Liberal,5,1,4,3.1,3
P01922,48,Other,White,High School,Liberal,3,1,1,1.1,5
P01923,27,Female,White,Master,Liberal,5,3,3,2.0,2
P01924,42,Female,White,High School,Moderate,5,3,1,2.3,2
P01925,64,Male,Asian,Bachelor,Conservative,5,4,2,3.4,2
P01926,28,Male,White,High School,Liberal,5,4,3,3.6,4
P01927,18,Female,Black,High School,Moderate,3,1,4,4.2,1
P01928,36,Male,Black,PhD,Liberal,2,5,4,2.3,3
P01929,53,Female,White,Bachelor,Conservative,1,5,3,1.5,2
P01930,63,Male,Hispanic,Master,Liberal,3,1,2,2.2,2
P01931,25,Female,White,Bachelor,Liberal,3,3,1,2.3,5
P01932,45,Male,Asian,Bachelor,Liberal,4,3,5,2.2,1
P01933,34,Female,Hispanic,High School,Moderate,1,5,4,3.0,5
P01934,38,Female,Hispanic,Bachelor,Conservative,2,4,2,3.7,4
P01935,71,Male,White,High School,Moderate,2,1,2,2.6,4
P01936,21,Male,White,Bachelor,Liberal,4,4,2,3.5,3
P01937,43,Male,White,Bachelor,Moderate,4,3,1,4.0,4
P01938,45,Female,Black,Master,Conservative,3,5,2,3.0,3
P01939,53,Female,Black,Bachelor,Liberal,2,4,2,1.9,5
P01940,41,Female,White,Bachelor,Liberal,2,3,3,2.7,2
P01941,43,Female,White,High School,Liberal,2,3,3,4.0,2
P01942,35,Male,Black,High School,Conservative,3,3,2,3.6,1
P01943,43,Male,White,High School,Moderate,2,4,2,1.9,4
P01944,35,Male,Hispanic,Master,Moderate,5,2,3,4.2,1
P01945,47,Male,Asian,Not Applicable,Liberal,4,5,1,2.7,1
P01946,35,Female,White,High School,Liberal,4,3,3,1.9,2
P01947,44,Female,Black,High School,Conservative,4,4,3,3.0,4
P01948,39,Male,White,Bachelor,Liberal,4,1,3,1.5,2
P01949,53,Female,White,Master,Conservative,5,5,3,3.7,1
P01950,39,Female,Hispanic,Bachelor,Moderate,1,1,5,4.1,4
P01951,18,Male,Hispanic,High School,Liberal,2,1,4,2.0,2
P01952,55,Male,White,Not Applicable,Moderate,4,4,1,2.8,3
P01953,29,Male,White,Master,Conservative,2,2,1,3.9,3
P01954,32,Female,White,High School,Moderate,2,4,2,1.7,5
P01955,32,Female,White,PhD,Conservative,5,4,5,1.8,5
P01956,56,Female,White,Bachelor,Liberal,2,5,2,2.8,4
P01957,18,Male,White,High School,Moderate,4,4,1,2.7,5
P01958,77,Male,White,Bachelor,Conservative,2,5,1,3.0,4
P01959,52,Female,White,Master,Conservative,5,3,2,2.9,1
P01960,42,Female,White,Bachelor,Moderate,4,5,4,1.7,3
P01961,39,Female,Other,High School,Moderate,5,4,2,1.4,4
P01962,43,Female,Black,Not Applicable,Liberal,3,3,4,1.7,1
P01963,46,Male,White,High School,Liberal,1,3,4,3.5,3
P01964,47,Female,White,Master,Liberal,2,2,3,4.0,2
P01965,46,Female,White,Bachelor,Liberal,2,4,1,2.9,1
P01966,41,Male,White,High School,Liberal,2,1,3,3.7,2
P01967,37,Female,White,High School,Liberal,3,4,1,2.4,5
P01968,38,Male,Hispanic,Master,Conservative,1,1,3,2.6,4
P01969,37,Male,Black,Bachelor,Moderate,5,2,4,3.9,3
P01970,53,Male,Black,Bachelor,Moderate,3,4,3,3.5,5
P01971,47,Male,White,Bachelor,Conservative,3,2,5,3.2,1
P01972,18,Male,Hispanic,Master,Liberal,4,1,3,2.9,5
P01973,47,Male,Hispanic,Bachelor,Moderate,3,5,3,1.8,2
P01974,42,Female,White,High School,Moderate,3,4,3,3.1,2
P01975,39,Male,White,High School,Liberal,2,3,5,3.3,4
P01976,35,Male,White,Master,Conservative,4,3,1,5.0,5
P01977,53,Male,White,Bachelor,Liberal,5,2,3,2.9,3
P01978,51,Female,Black,High School,Liberal,1,5,1,2.6,2
P01979,30,Male,White,PhD,Liberal,5,3,2,3.3,1
P01980,44,Male,White,Master,Conservative,4,3,4,4.4,5
P01981,28,Female,White,High School,Moderate,2,4,2,3.4,3
P01982,23,Female,White,Not Applicable,Moderate,1,3,5,2.8,3
P01983,32,Female,Hispanic,Bachelor,Moderate,5,1,5,2.2,3
P01984,50,Female,White,High School,Liberal,1,2,1,2.2,3
P01985,51,Male,Black,High School,Moderate,1,3,1,3.8,2
P01986,46,Female,White,Bachelor,Moderate,1,4,3,2.7,4
P01987,48,Male,White,Master,Liberal,3,1,2,5.0,5
P01988,46,Male,White,High School,Moderate,4,3,1,3.1,2
P01989,32,Male,Black,High School,Liberal,4,2,1,3.5,4
P01990,45,Female,White,High School,Liberal,2,2,1,2.4,3
P01991,49,Male,White,Bachelor,Conservative,5,2,4,2.2,1
P01992,49,Female,White,High School,Moderate,2,3,1,3.8,3
P01993,54,Female,White,High School,Moderate,5,1,4,4.2,4
P01994,48,Male,Hispanic,Bachelor,Moderate,1,5,5,2.0,4
P01995,44,Female,White,Master,Liberal,5,2,3,2.3,1
P01996,52,Female,White,Bachelor,Moderate,5,1,2,2.3,2
P01997,39,Female,White,High School,Conservative,1,4,1,3.7,1
P01998,29,Male,Hispanic,Bachelor,Moderate,2,4,4,3.4,3
P01999,38,Female,White,Bachelor,Conservative,5,1,1,2.9,5
P02000,31,Male,Asian,Not Applicable,Conservative,2,4,1,2.2,2
P02001,31,Female,Hispanic,Master,Moderate,2,4,4,4.6,5
P02002,38,Female,White,High School,Conservative,4,2,1,4.0,5
P02003,30,Male,White,Bachelor,Moderate,1,3,2,1.0,2
P02004,36,Female,White,Bachelor,Moderate,1,3,5,3.9,3
P02005,18,Female,Hispanic,Bachelor,Liberal,3,3,3,2.7,4
P02006,42,Female,White,Bachelor,Moderate,2,3,1,2.4,3
P02007,40,Male,White,Master,Conservative,3,1,4,3.8,4
P02008,30,Male,Black,Master,Conservative,1,2,2,3.4,4
P02009,47,Female,White,Bachelor,Conservative,1,1,1,3.1,2
P02010,51,Female,White,Master,Liberal,3,4,5,2.1,2
P02011,20,Female,White,Master,Liberal,1,2,5,4.0,1
P02012,30,Male,White,Master,Liberal,1,5,4,1.8,5
P02013,30,Male,White,Not Applicable,Liberal,4,3,1,3.8,5
P02014,28,Female,White,High School,Moderate,5,4,1,3.1,5
P02015,49,Female,Hispanic,High School,Liberal,4,3,1,3.0,5
P02016,37,Male,White,Master,Moderate,5,3,5,2.4,1
P02017,36,Female,Hispanic,Master,Moderate,4,3,1,3.2,4
P02018,18,Female,Black,PhD,Liberal,4,5,1,1.6,1
P02019,47,Male,White,High School,Liberal,2,4,1,4.2,2
P02020,25,Male,Black,Bachelor,Conservative,3,3,1,2.6,3
P02021,40,Male,White,High School,Liberal,4,3,4,2.3,4
P02022,43,Female,Other,Bachelor,Liberal,2,2,5,2.8,4
P02023,56,Male,Hispanic,High School,Conservative,4,3,3,2.6,1
P02024,24,Male,White,High School,Conservative,3,2,4,4.2,2
P02025,18,Female,White,High School,Conservative,2,4,1,1.3,2
P02026,42,Male,White,Bachelor,Liberal,5,4,3,2.9,4
P02027,61,Male,White,High School,Liberal,3,4,2,4.6,1
P02028,54,Male,White,High School,Conservative,1,2,3,3.1,5
P02029,42,Female,White,High School,Conservative,2,5,4,3.2,4
P02030,34,Female,Black,High School,Moderate,1,5,5,3.0,5
P02031,49,Male,White,Not Applicable,Liberal,2,3,4,2.4,3
P02032,28,Female,Hispanic,High School,Liberal,5,4,5,3.5,2
P02033,45,Female,Hispanic,High School,Liberal,2,1,5,2.8,4
P02034,46,Male,White,Master,Moderate,4,3,5,3.1,3
P02035,52,Male,Hispanic,Bachelor,Liberal,1,5,2,3.5,5
P02036,73,Male,White,Master,Conservative,1,5,3,3.4,4
P02037,44,Male,White,Bachelor,Liberal,2,4,4,3.1,3
P02038,33,Female,Black,Not Applicable,Conservative,4,2,4,3.9,4
P02039,39,Female,White,High School,Liberal,4,3,5,4.0,3
P02040,18,Male,White,Not Applicable,Moderate,2,2,2,3.8,3
P02041,31,Male,Hispanic,Master,Liberal,3,5,2,4.1,5
P02042,35,Male,Hispanic,Bachelor,Conservative,5,4,1,4.4,2
P02043,33,Female,Black,Bachelor,Moderate,2,5,2,1.8,1
P02044,41,Male,Asian,Bachelor,Liberal,4,4,5,5.0,3
P02045,30,Female,White,High School,Conservative,5,1,5,3.2,2
P02046,53,Male,White,High School,Moderate,2,2,3,2.8,1
P02047,40,Female,Asian,Not Applicable,Conservative,5,3,5,3.2,5
P02048,39,Female,White,Bachelor,Conservative,3,4,3,1.5,4
P02049,36,Male,White,High School,Conservative,4,1,2,3.2,2
P02050,41,Female,White,Master,Liberal,3,1,1,2.2,4
P02051,49,Female,Black,Bachelor,Liberal,3,2,4,3.1,4
P02052,29,Male,White,High School,Conservative,4,4,5,3.1,1
P02053,32,Female,Black,Master,Moderate,3,3,2,2.4,2
P02054,36,Male,White,Master,Liberal,2,3,5,1.2,3
P02055,23,Female,White,High School,Conservative,2,3,3,3.3,1
P02056,30,Male,White,Not Applicable,Liberal,5,5,2,3.0,2
P02057,34,Female,White,High School,Conservative,2,5,4,3.2,3
P02058,50,Female,Hispanic,Bachelor,Conservative,2,4,3,2.6,4
P02059,43,Female,White,High School,Conservative,5,3,2,2.3,5
P02060,42,Female,White,Bachelor,Liberal,1,1,4,2.8,5
P02061,50,Female,White,High School,Moderate,4,3,3,3.1,1
P02062,38,Male,White,High School,Moderate,2,4,4,3.7,3
P02063,44,Female,White,Master,Moderate,5,3,2,2.2,3
P02064,38,Female,White,High School,Liberal,3,2,3,3.8,5
P02065,43,Female,Other,Master,Moderate,3,3,1,3.7,3
P02066,33,Female,Black,Bachelor,Moderate,2,1,5,3.5,2
P02067,18,Female,White,Not Applicable,Moderate,4,4,1,4.8,2
P02068,38,Female,White,Bachelor,Conservative,5,4,4,1.2,5
P02069,57,Male,White,High School,Moderate,5,1,2,5.0,4
P02070,51,Male,White,High School,Liberal,5,4,5,2.3,4
P02071,51,Male,Black,Master,Moderate,5,3,2,3.2,4
P02072,54,Male,Hispanic,Master,Conservative,5,4,4,3.0,5
P02073,41,Female,White,High School,Liberal,4,3,2,1.7,1
P02074,42,Male,Hispanic,Bachelor,Moderate,5,4,3,3.5,3
P02075,32,Male,White,Bachelor,Liberal,4,3,3,3.9,2
P02076,36,Other,White,Not Applicable,Liberal,4,3,4,3.4,2
P02077,47,Male,White,Not Applicable,Conservative,4,1,2,1.5,1
P02078,54,Male,White,Not Applicable,Conservative,3,1,4,1.8,3
P02079,38,Male,Hispanic,Master,Moderate,1,5,5,2.3,4
P02080,34,Male,White,PhD,Conservative,2,1,2,4.3,2
P02081,40,Female,White,High School,Conservative,3,3,3,3.1,4
P02082,47,Female,Hispanic,Master,Conservative,1,3,1,1.0,4
P02083,22,Female,Hispanic,Bachelor,Moderate,3,4,3,5.0,5
P02084,18,Male,Asian,Not Applicable,Moderate,4,4,2,4.5,5
P02085,33,Female,Hispanic,Bachelor,Moderate,4,5,2,1.9,3
P02086,25,Male,White,High School,Liberal,5,3,2,2.6,2
P02087,33,Male,Hispanic,Bachelor,Moderate,4,5,2,2.7,5
P02088,38,Male,Black,Bachelor,Conservative,3,3,5,3.5,3
P02089,34,Male,Hispanic,High School,Conservative,2,1,1,3.2,1
P02090,57,Male,Hispanic,Bachelor,Conservative,4,4,3,2.3,4
P02091,43,Male,White,Bachelor,Liberal,1,5,5,4.3,2
P02092,43,Other,Asian,High School,Moderate,3,2,4,4.7,2
P02093,47,Male,White,High School,Liberal,1,3,2,3.0,3
P02094,26,Male,White,High School,Liberal,5,1,3,2.4,5
P02095,52,Male,White,Not Applicable,Conservative,5,2,4,4.6,4
P02096,39,Female,Hispanic,Master,Moderate,2,1,1,1.0,4
P02097,48,Male,White,High School,Conservative,3,1,3,2.1,2
P02098,27,Female,White,Master,Liberal,2,3,5,4.0,2
P02099,21,Female,White,Master,Moderate,1,1,4,4.4,4
P02100,49,Male,Hispanic,High School,Moderate,2,5,3,2.7,1
P02101,44,Male,White,High School,Liberal,1,2,5,5.0,3
P02102,29,Male,Asian,Bachelor,Liberal,2,1,2,1.0,1
P02103,29,Female,Hispanic,Bachelor,Liberal,5,1,3,4.1,5
P02104,53,Male,White,Master,Moderate,3,4,2,3.1,1
P02105,25,Male,White,Bachelor,Conservative,2,4,4,2.5,1
P02106,59,Male,Asian,High School,Conservative,1,5,4,3.9,5
P02107,29,Female,Hispanic,Not Applicable,Conservative,3,4,4,2.6,3
P02108,47,Male,Asian,High School,Conservative,5,1,2,1.9,4
P02109,36,Male,White,Master,Conservative,5,1,2,3.1,1
P02110,47,Female,Hispanic,High School,Moderate,4,2,5,2.9,3
P02111,33,Female,White,High School,Moderate,3,4,3,2.2,5
P02112,38,Female,White,Bachelor,Moderate,2,3,5,2.4,3
P02113,40,Male,Hispanic,High School,Conservative,5,4,2,2.6,1
P02114,27,Female,White,Bachelor,Liberal,2,1,3,1.4,4
P02115,48,Female,Asian,High School,Liberal,2,2,4,1.3,5
P02116,33,Male,White,Bachelor,Conservative,1,4,5,3.9,5
P02117,37,Female,Hispanic,Bachelor,Liberal,2,2,5,1.6,1
P02118,28,Male,White,High School,Conservative,4,4,5,3.0,3
P02119,18,Female,White,Master,Conservative,3,5,2,1.1,4
P02120,37,Male,Hispanic,High School,Liberal,3,1,3,4.5,5
P02121,68,Female,White,High School,Moderate,1,1,4,2.7,1
P02122,49,Male,White,Bachelor,Conservative,4,3,2,4.1,1
P02123,39,Female,Other,Bachelor,Liberal,4,1,4,5.0,2
P02124,36,Male,White,Bachelor,Conservative,3,3,1,1.7,2
P02125,40,Female,Other,High School,Conservative,4,1,1,2.3,3
P02126,46,Female,White,Master,Liberal,5,4,4,3.9,1
P02127,25,Male,White,Bachelor,Liberal,2,4,1,2.4,3
P02128,53,Female,Asian,High School,Liberal,2,5,3,3.3,3
P02129,48,Other,Black,High School,Liberal,3,4,3,3.1,4
P02130,48,Male,White,Master,Liberal,3,2,2,1.0,2
P02131,45,Male,White,Bachelor,Conservative,4,4,4,3.9,3
P02132,40,Female,Hispanic,High School,Liberal,1,3,2,2.9,4
P02133,48,Male,White,High School,Conservative,3,5,3,1.8,4
P02134,47,Male,White,High School,Liberal,3,2,3,4.5,2
P02135,35,Male,White,Bachelor,Moderate,3,2,3,2.3,2
P02136,33,Male,White,Master,Moderate,4,1,5,2.2,1
P02137,41,Male,White,Bachelor,Conservative,5,3,1,1.2,3
P02138,58,Male,White,Bachelor,Moderate,3,4,2,3.6,4
P02139,25,Female,White,PhD,Liberal,5,4,2,3.0,1
P02140,22,Female,White,Bachelor,Conservative,4,1,3,1.3,3
P02141,41,Male,White,Bachelor,Liberal,1,4,5,3.2,3
P02142,40,Female,Black,High School,Liberal,2,2,2,3.8,1
P02143,42,Female,White,Bachelor,Moderate,2,4,2,3.5,4
P02144,42,Female,Hispanic,Bachelor,Conservative,2,4,5,4.3,1
P02145,37,Male,Black,Bachelor,Liberal,2,2,3,2.4,3
P02146,57,Male,White,Not Applicable,Moderate,4,3,5,4.8,1
P02147,20,Female,Black,Master,Moderate,2,3,1,3.0,1
P02148,30,Female,White,Master,Conservative,4,2,2,3.8,3
P02149,38,Female,Asian,Bachelor,Liberal,1,2,1,4.3,2
P02150,20,Female,Other,Bachelor,Liberal,3,5,2,5.0,4
P02151,37,Male,White,High School,Moderate,3,5,1,1.9,3
P02152,59,Female,Black,High School,Liberal,3,4,2,2.3,2
P02153,40,Male,White,Master,Conservative,4,4,3,3.2,1
P02154,42,Male,White,Bachelor,Moderate,4,5,4,2.6,2
P02155,24,Female,Hispanic,Master,Conservative,4,4,5,2.2,3
P02156,32,Male,White,High School,Conservative,1,3,2,1.5,3
P02157,35,Male,White,Bachelor,Conservative,5,3,5,3.1,1
P02158,36,Female,White,Bachelor,Moderate,4,1,2,3.8,3
P02159,55,Male,Black,Bachelor,Conservative,4,5,4,3.4,5
P02160,46,Female,White,Master,Liberal,3,3,3,1.4,2
P02161,26,Other,Hispanic,Not Applicable,Conservative,2,1,3,1.4,5
P02162,42,Female,White,High School,Moderate,2,2,5,3.1,5
P02163,45,Male,White,High School,Conservative,1,3,4,2.8,2
P02164,53,Male,Black,High School,Moderate,2,1,5,2.7,3
P02165,58,Male,White,Bachelor,Conservative,5,4,3,2.7,2
P02166,27,Male,Black,High School,Conservative,3,1,1,2.5,1
P02167,30,Male,White,Master,Conservative,1,3,5,3.1,5
P02168,24,Female,White,Bachelor,Conservative,2,4,2,4.1,5
P02169,37,Male,White,Bachelor,Liberal,2,4,3,2.1,3
P02170,45,Female,Hispanic,Master,Liberal,3,1,2,3.5,2
P02171,51,Male,White,Bachelor,Conservative,1,1,4,3.1,4
P02172,39,Female,Hispanic,Bachelor,Moderate,3,3,3,1.2,3
P02173,36,Female,White,High School,Moderate,1,4,3,2.3,3
P02174,41,Male,White,Bachelor,Liberal,2,5,5,3.0,3
P02175,29,Male,White,Bachelor,Liberal,3,1,5,5.0,2
P02176,65,Female,Hispanic,Bachelor,Liberal,3,5,2,2.3,3
P02177,20,Female,Asian,PhD,Moderate,5,5,5,2.4,1
P02178,42,Female,Asian,PhD,Liberal,3,4,1,3.4,1
P02179,64,Male,White,Master,Liberal,1,3,3,2.9,5
P02180,40,Male,White,High School,Moderate,5,5,4,1.7,5
P02181,37,Female,White,Master,Moderate,3,3,3,1.3,2
P02182,35,Female,Hispanic,Bachelor,Liberal,3,1,2,1.1,4
P02183,37,Male,White,High School,Moderate,5,4,5,3.9,5
P02184,56,Female,White,High School,Conservative,2,2,3,2.0,5
P02185,18,Male,White,High School,Moderate,3,4,5,5.0,5
P02186,58,Male,White,High School,Conservative,4,2,2,2.5,5
P02187,22,Male,White,Bachelor,Conservative,2,1,5,3.8,3
P02188,36,Male,Hispanic,Not Applicable,Liberal,3,3,4,1.8,5
P02189,34,Female,White,High School,Liberal,2,1,2,3.2,2
P02190,47,Male,Hispanic,PhD,Moderate,1,4,3,4.4,3
P02191,20,Male,Hispanic,High School,Moderate,2,2,3,2.7,3
P02192,45,Female,White,High School,Moderate,5,2,4,1.9,2
P02193,64,Female,White,Bachelor,Liberal,3,4,1,2.6,4
P02194,23,Female,White,Bachelor,Moderate,2,4,5,2.8,5
P02195,42,Female,Hispanic,High School,Liberal,4,1,3,2.0,1
P02196,32,Male,White,High School,Conservative,1,5,4,4.7,4
P02197,45,Female,White,Bachelor,Liberal,1,2,5,3.0,5
P02198,40,Female,White,High School,Conservative,2,4,2,4.3,1
P02199,32,Female,White,Master,Liberal,5,1,4,4.1,3
P02200,45,Male,White,Bachelor,Liberal,1,5,2,4.7,3
P02201,61,Male,White,High School,Liberal,2,3,2,1.7,3
P02202,37,Female,Hispanic,PhD,Conservative,2,4,2,3.6,5
P02203,48,Male,Hispanic,High School,Liberal,1,5,5,2.5,2
P02204,24,Female,White,Master,Moderate,2,3,1,2.9,3
P02205,28,Female,White,Master,Conservative,2,3,2,1.9,3
P02206,45,Female,Hispanic,Not Applicable,Moderate,4,1,3,5.0,3
P02207,57,Female,White,Bachelor,Liberal,2,2,5,2.3,5
P02208,44,Female,Hispanic,Bachelor,Conservative,2,4,5,3.7,1
P02209,36,Male,White,High School,Conservative,5,5,2,1.7,4
