participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score,ad_group,ad_group_y,vaccine_uptake,post_attitude_score,degree_centrality,community_id
P01638,45,Female,White,Master,Moderate,2,1,2,2.9,5,Ad_Emotion,Ad_Emotion,1,3,0.010224494332073794,2
P01639,64,Female,Other,Bachelor,Conservative,4,3,3,1.0,1,Control,Control,0,2,0.008224049788841965,0
P01640,27,Male,Black,High School,Conservative,1,3,3,2.2,5,Control,Control,1,2,0.010446765947988441,2
P01641,40,Female,White,Bachelor,Conservative,1,1,1,1.0,4,Ad_Emotion,Ad_Emotion,1,4,0.011113580795732384,0
P01642,56,Female,White,High School,Liberal,2,3,3,1.6,2,Control,Control,0,1,0.012447210491220271,0
P01643,39,Female,White,Bachelor,Conservative,4,1,3,3.1,5,Ad_Emotion,Ad_Emotion,0,2,0.010446765947988441,0
P01644,45,Female,Black,Master,Conservative,3,4,1,3.0,2,Ad_Reason,Ad_Reason,1,3,0.010224494332073794,2
P01645,27,Male,White,Bachelor,Conservative,3,3,4,4.3,2,Ad_Emotion,Ad_Emotion,1,3,0.009113136252500556,2
P01646,45,Male,White,High School,Conservative,1,4,3,3.0,4,Ad_Reason,Ad_Reason,1,3,0.009113136252500556,0
P01647,37,Female,White,Master,Conservative,2,3,5,2.1,1,Control,Control,1,2,0.010002222716159146,2
P01648,51,Male,Hispanic,High School,Liberal,4,5,3,4.2,2,Control,Control,1,2,0.010002222716159146,0
P01650,71,Female,Hispanic,Bachelor,Conservative,3,4,1,3.9,5,Control,Control,0,3,0.010002222716159146,1
P01651,46,Female,Hispanic,Bachelor,Liberal,3,3,4,2.9,3,Ad_Emotion,Ad_Emotion,1,2,0.009779951100244499,0
P01652,43,Male,White,Master,Liberal,5,5,4,2.7,1,Ad_Reason,Ad_Reason,1,1,0.01155812402756168,0
P01653,42,Female,White,Bachelor,Moderate,5,1,5,1.8,3,Control,Control,1,2,0.008890864636585907,1
P01654,35,Female,White,High School,Conservative,2,2,5,2.2,4,Ad_Reason,Ad_Reason,1,4,0.009335407868415203,0
P01655,44,Female,Hispanic,High School,Liberal,5,5,3,2.6,2,Ad_Emotion,Ad_Emotion,0,3,0.009113136252500556,0
P01656,36,Male,White,Master,Moderate,4,5,4,1.7,4,Ad_Emotion,Ad_Emotion,0,4,0.011113580795732384,1
P01657,42,Male,White,High School,Liberal,5,1,5,2.7,1,Control,Control,0,3,0.00866859302067126,0
P01658,55,Male,White,Bachelor,Liberal,1,5,3,2.7,1,Ad_Emotion,Ad_Emotion,1,3,0.012669482107134918,1
P01659,27,Male,White,Master,Liberal,1,5,2,4.3,5,Ad_Reason,Ad_Reason,1,5,0.007779506557012669,2
P01660,53,Male,Hispanic,Bachelor,Liberal,3,5,3,1.4,4,Ad_Emotion,Ad_Emotion,0,3,0.010446765947988441,1
P01661,55,Male,Black,Master,Conservative,3,3,5,3.2,1,Ad_Reason,Ad_Reason,1,3,0.00955767948432985,1
P01662,38,Male,Hispanic,Master,Conservative,2,5,3,1.6,4,Ad_Reason,Ad_Reason,1,2,0.010224494332073794,2
P01663,18,Female,White,Bachelor,Conservative,1,2,2,1.0,5,Ad_Emotion,Ad_Emotion,1,3,0.009335407868415203,2
P01666,39,Female,White,Bachelor,Liberal,5,4,5,4.3,1,Ad_Reason,Ad_Reason,1,4,0.010002222716159146,2
P01667,28,Male,Hispanic,Bachelor,Liberal,3,5,3,2.7,2,Ad_Reason,Ad_Reason,0,5,0.008446321404756612,2
P01668,33,Female,White,Master,Moderate,2,2,1,2.5,2,Ad_Emotion,Ad_Emotion,1,4,0.011113580795732384,1
P01669,50,Female,White,Master,Conservative,2,2,5,2.3,5,Control,Control,0,4,0.012669482107134918,0
P01670,46,Male,Black,High School,Liberal,3,4,5,2.5,1,Control,Control,1,2,0.009779951100244499,1
P01671,37,Female,Other,High School,Liberal,3,2,5,1.0,5,Ad_Reason,Ad_Reason,1,3,0.010446765947988441,1
P01672,35,Male,Hispanic,PhD,Conservative,1,3,5,2.2,5,Ad_Reason,Ad_Reason,0,3,0.00866859302067126,1
P01673,35,Female,White,Bachelor,Moderate,3,1,3,3.8,5,Control,Control,1,4,0.00955767948432985,1
P01674,28,Male,White,High School,Conservative,5,3,4,1.0,5,Ad_Emotion,Ad_Emotion,1,3,0.0066681484774394305,2
P01675,59,Female,White,Bachelor,Conservative,1,1,3,2.6,4,Ad_Reason,Ad_Reason,0,2,0.007334963325183374,0
P01676,36,Male,Black,Not Applicable,Moderate,2,2,2,2.7,4,Ad_Reason,Ad_Reason,1,4,0.009779951100244499,0
P01677,54,Female,Asian,Master,Liberal,5,5,1,3.7,1,Control,Control,0,4,0.013114025338964214,2
P01678,58,Male,White,Master,Conservative,5,1,3,3.1,1,Ad_Emotion,Ad_Emotion,0,3,0.010002222716159146,2
P01681,44,Male,Hispanic,Bachelor,Conservative,1,3,2,1.2,4,Ad_Emotion,Ad_Emotion,0,4,0.012002667259390976,1
P01682,39,Female,White,Master,Moderate,4,3,5,2.5,1,Ad_Emotion,Ad_Emotion,0,5,0.009335407868415203,0
P01684,43,Female,Other,High School,Moderate,1,2,4,4.2,4,Control,Control,1,2,0.008224049788841965,2
P01685,25,Female,White,Bachelor,Conservative,2,5,1,1.6,2,Control,Control,0,3,0.009335407868415203,0
P01689,43,Male,White,Bachelor,Liberal,1,4,3,2.2,1,Control,Control,1,1,0.010891309179817737,1
P01690,36,Male,White,Master,Conservative,5,4,2,2.8,2,Ad_Reason,Ad_Reason,1,4,0.007779506557012669,1
P01691,47,Female,White,Bachelor,Conservative,5,4,4,2.9,3,Ad_Reason,Ad_Reason,1,2,0.010446765947988441,0
P01692,34,Male,White,Master,Moderate,4,4,2,3.0,4,Ad_Emotion,Ad_Emotion,0,3,0.01066903756390309,2
P01693,50,Female,White,Master,Liberal,4,1,5,3.6,1,Ad_Reason,Ad_Reason,1,4,0.007557234941098022,1
P01695,41,Male,White,Bachelor,Liberal,1,4,3,3.1,2,Control,Control,0,1,0.01066903756390309,1
P01696,63,Female,White,Bachelor,Liberal,2,2,1,2.7,1,Ad_Reason,Ad_Reason,1,4,0.009335407868415203,2
P01698,31,Male,White,High School,Moderate,2,1,2,1.2,4,Control,Control,1,3,0.01066903756390309,1
P01699,46,Female,White,Master,Liberal,2,5,3,5.0,5,Ad_Reason,Ad_Reason,0,2,0.007334963325183374,2
P01700,42,Male,Black,Not Applicable,Conservative,1,1,3,2.1,4,Ad_Reason,Ad_Reason,1,3,0.011335852411647033,1
P01701,44,Male,White,Bachelor,Conservative,2,5,1,1.9,1,Control,Control,0,4,0.010224494332073794,0
P01702,45,Female,White,Bachelor,Moderate,5,2,4,2.7,3,Ad_Reason,Ad_Reason,1,2,0.009779951100244499,0
P01703,47,Male,Black,Master,Liberal,2,5,1,3.2,1,Ad_Emotion,Ad_Emotion,1,4,0.011113580795732384,1
P01704,53,Female,Hispanic,Bachelor,Conservative,5,4,2,2.6,2,Ad_Emotion,Ad_Emotion,1,4,0.006890420093354078,0
P01705,44,Female,White,Bachelor,Conservative,5,3,1,3.6,5,Ad_Reason,Ad_Reason,1,5,0.008001778172927318,1
P01706,37,Male,Black,Master,Liberal,5,3,5,2.6,5,Control,Control,1,3,0.010224494332073794,1
P01707,48,Male,Hispanic,Bachelor,Conservative,3,4,1,2.4,3,Ad_Reason,Ad_Reason,0,3,0.008224049788841965,0
P01709,38,Male,White,Master,Moderate,2,1,5,4.3,4,Control,Control,0,3,0.012224938875305623,2
P01710,28,Male,Black,Bachelor,Liberal,1,4,2,3.4,4,Control,Control,1,3,0.010002222716159146,1
P01711,53,Female,White,Master,Moderate,2,4,3,1.8,4,Ad_Emotion,Ad_Emotion,1,4,0.009779951100244499,0
P01712,38,Male,White,High School,Moderate,3,3,1,2.5,1,Control,Control,1,3,0.008890864636585907,0
P01713,18,Female,Other,High School,Moderate,4,5,4,1.7,4,Ad_Emotion,Ad_Emotion,0,5,0.009779951100244499,2
P01714,50,Male,White,PhD,Conservative,4,2,3,5.0,2,Control,Control,1,3,0.012669482107134918,1
P01715,33,Male,Hispanic,High School,Conservative,2,5,4,3.2,5,Ad_Reason,Ad_Reason,0,4,0.008890864636585907,0
P01717,43,Female,Other,Master,Moderate,5,4,4,1.6,4,Ad_Emotion,Ad_Emotion,1,4,0.01066903756390309,1
P01718,42,Female,White,Bachelor,Moderate,3,4,3,1.7,2,Ad_Emotion,Ad_Emotion,1,3,0.011335852411647033,0
P01719,48,Female,White,High School,Liberal,2,1,4,3.3,3,Ad_Reason,Ad_Reason,1,4,0.006001333629695488,2
P01720,34,Male,White,Bachelor,Liberal,3,2,4,1.3,2,Ad_Reason,Ad_Reason,1,2,0.010224494332073794,0
P01721,46,Male,White,Master,Conservative,4,4,3,1.6,5,Ad_Reason,Ad_Reason,0,4,0.010891309179817737,2
P01722,36,Male,White,Bachelor,Moderate,5,5,3,2.7,2,Ad_Reason,Ad_Reason,0,4,0.00955767948432985,1
P01724,47,Female,White,Bachelor,Liberal,2,4,3,2.4,1,Ad_Emotion,Ad_Emotion,1,4,0.009335407868415203,0
P01725,28,Female,Hispanic,High School,Moderate,1,5,5,2.6,5,Ad_Reason,Ad_Reason,0,4,0.007557234941098022,2
P01726,53,Male,White,PhD,Moderate,5,1,1,1.6,4,Ad_Emotion,Ad_Emotion,0,4,0.00955767948432985,2
P01727,33,Female,White,Master,Liberal,2,1,3,3.4,5,Ad_Reason,Ad_Reason,0,4,0.010891309179817737,0
P01728,49,Male,Other,Not Applicable,Moderate,3,1,2,1.0,3,Control,Control,1,5,0.008001778172927318,1
P01729,44,Female,White,Bachelor,Liberal,3,2,4,2.8,5,Ad_Emotion,Ad_Emotion,1,3,0.007779506557012669,2
P01730,62,Male,Black,Master,Liberal,3,1,3,4.8,1,Control,Control,0,3,0.009113136252500556,1
P01731,37,Female,Black,High School,Moderate,3,3,3,2.6,4,Ad_Emotion,Ad_Emotion,1,5,0.011335852411647033,2
P01732,35,Male,White,Bachelor,Liberal,2,3,1,1.6,5,Control,Control,0,5,0.010891309179817737,2
P01733,39,Male,Hispanic,Bachelor,Conservative,4,1,3,2.9,4,Ad_Reason,Ad_Reason,0,2,0.011780395643476329,0
P01736,20,Male,Hispanic,PhD,Liberal,2,5,2,3.2,3,Ad_Emotion,Ad_Emotion,1,3,0.010002222716159146,1
P01737,27,Female,White,Master,Liberal,2,5,3,4.0,5,Control,Control,1,2,0.010224494332073794,1
P01738,27,Female,White,Master,Conservative,3,4,1,2.5,4,Ad_Reason,Ad_Reason,1,3,0.011780395643476329,1
P01739,51,Female,Hispanic,High School,Moderate,1,5,3,2.2,5,Control,Control,1,4,0.010224494332073794,0
P01740,60,Male,Black,Master,Conservative,2,4,4,2.2,1,Control,Control,1,3,0.010891309179817737,0
P01741,38,Female,Hispanic,Bachelor,Moderate,5,5,2,2.3,2,Ad_Reason,Ad_Reason,0,3,0.009335407868415203,2
P01742,37,Female,Black,Bachelor,Moderate,5,1,4,3.3,1,Ad_Reason,Ad_Reason,1,2,0.009113136252500556,0
P01743,40,Male,Hispanic,High School,Conservative,1,5,5,1.6,4,Control,Control,0,5,0.012002667259390976,2
P01744,53,Female,Hispanic,Bachelor,Moderate,2,1,2,2.1,5,Ad_Reason,Ad_Reason,0,4,0.00955767948432985,1
P01745,28,Male,White,High School,Moderate,1,5,2,3.1,4,Ad_Reason,Ad_Reason,1,3,0.012447210491220271,2
P01746,42,Male,White,Bachelor,Conservative,2,5,5,4.2,1,Ad_Reason,Ad_Reason,0,3,0.010224494332073794,0
P01747,51,Male,White,Bachelor,Conservative,2,5,4,2.1,5,Ad_Emotion,Ad_Emotion,1,3,0.010224494332073794,0
P01748,46,Male,Black,PhD,Liberal,1,1,3,3.3,4,Control,Control,0,3,0.008446321404756612,2
P01749,42,Female,White,Master,Moderate,4,5,1,2.8,5,Control,Control,0,4,0.00866859302067126,1
P01750,52,Female,White,Bachelor,Liberal,3,5,4,3.5,3,Ad_Emotion,Ad_Emotion,0,4,0.012669482107134918,2
P01751,18,Female,White,Bachelor,Liberal,3,2,5,3.1,1,Control,Control,1,2,0.011113580795732384,0
P01752,48,Female,Hispanic,High School,Moderate,3,1,5,3.0,1,Ad_Reason,Ad_Reason,0,2,0.011335852411647033,1
P01753,32,Male,Black,High School,Conservative,1,3,5,5.0,3,Control,Control,1,5,0.010224494332073794,1
P01754,18,Female,White,High School,Moderate,2,4,2,5.0,2,Ad_Reason,Ad_Reason,1,3,0.007557234941098022,1
P01755,46,Female,White,Not Applicable,Conservative,2,2,3,2.7,4,Ad_Emotion,Ad_Emotion,1,5,0.00955767948432985,0
P01756,56,Male,White,Bachelor,Liberal,5,5,2,2.1,2,Ad_Reason,Ad_Reason,0,3,0.00866859302067126,1
P01757,38,Female,White,High School,Moderate,2,3,2,3.2,5,Control,Control,1,4,0.007334963325183374,2
P01759,59,Female,Hispanic,Bachelor,Liberal,3,5,5,4.3,4,Control,Control,0,4,0.008890864636585907,2
P01760,55,Female,Other,Bachelor,Liberal,4,5,4,1.0,4,Ad_Emotion,Ad_Emotion,1,5,0.008446321404756612,0
P01761,59,Male,White,High School,Moderate,3,2,1,2.6,3,Ad_Emotion,Ad_Emotion,1,1,0.009113136252500556,1
P01762,48,Male,White,Not Applicable,Conservative,1,1,1,2.5,1,Control,Control,0,2,0.010224494332073794,0
P01763,40,Male,White,High School,Moderate,4,2,3,2.2,3,Ad_Reason,Ad_Reason,1,4,0.008890864636585907,0
P01764,20,Female,White,High School,Moderate,2,1,3,1.5,3,Ad_Emotion,Ad_Emotion,0,5,0.009779951100244499,2
P01765,37,Female,White,High School,Moderate,3,3,5,2.8,3,Control,Control,1,1,0.008446321404756612,0
P01766,29,Other,White,Bachelor,Liberal,5,4,1,3.7,2,Control,Control,1,3,0.008001778172927318,1
P01767,66,Male,White,High School,Conservative,4,5,4,1.8,3,Ad_Emotion,Ad_Emotion,0,3,0.012224938875305623,1
P01768,37,Male,Asian,High School,Liberal,1,2,5,3.1,1,Ad_Emotion,Ad_Emotion,1,4,0.007334963325183374,0
P01769,41,Female,Black,High School,Liberal,5,3,3,3.4,4,Ad_Emotion,Ad_Emotion,1,2,0.012891753723049567,0
P01770,46,Female,Black,Bachelor,Moderate,1,2,5,4.6,2,Ad_Reason,Ad_Reason,1,3,0.01066903756390309,2
P01771,40,Male,White,High School,Conservative,3,1,3,3.6,3,Ad_Reason,Ad_Reason,1,2,0.010446765947988441,1
P01772,60,Female,Hispanic,High School,Conservative,4,5,1,2.9,3,Control,Control,0,1,0.00866859302067126,2
P01773,32,Female,Hispanic,Bachelor,Conservative,1,1,5,3.3,4,Ad_Emotion,Ad_Emotion,1,2,0.010002222716159146,1
P01774,42,Female,White,High School,Liberal,5,1,2,3.8,4,Ad_Reason,Ad_Reason,1,5,0.011335852411647033,0
P01775,31,Female,White,Bachelor,Liberal,5,1,3,3.1,2,Ad_Emotion,Ad_Emotion,1,2,0.008001778172927318,2
P01776,24,Male,White,High School,Liberal,2,3,2,3.8,1,Control,Control,0,4,0.010446765947988441,0
P01777,32,Female,White,High School,Conservative,1,5,3,2.7,2,Ad_Reason,Ad_Reason,1,3,0.010002222716159146,0
P01778,39,Female,White,Bachelor,Conservative,4,4,2,4.2,4,Ad_Reason,Ad_Reason,0,3,0.011335852411647033,2
P01779,34,Male,White,High School,Conservative,4,2,1,2.5,1,Ad_Reason,Ad_Reason,1,5,0.009779951100244499,1
P01780,31,Male,White,High School,Liberal,2,1,1,2.3,3,Control,Control,0,3,0.008224049788841965,1
P01781,23,Female,White,Bachelor,Moderate,5,5,4,2.5,3,Ad_Emotion,Ad_Emotion,0,2,0.010891309179817737,2
P01782,39,Male,White,PhD,Moderate,1,2,4,2.0,5,Ad_Reason,Ad_Reason,0,2,0.01066903756390309,1
P01783,21,Male,Hispanic,Master,Conservative,5,5,4,3.8,4,Control,Control,1,2,0.007112691709268726,2
P01784,49,Female,White,Master,Moderate,1,2,5,1.4,5,Ad_Emotion,Ad_Emotion,1,2,0.009335407868415203,1
P01785,40,Male,Black,Master,Conservative,1,5,3,2.6,2,Control,Control,1,2,0.010224494332073794,0
P01786,22,Female,White,Not Applicable,Liberal,1,4,5,3.3,2,Ad_Emotion,Ad_Emotion,1,2,0.011113580795732384,2
P01787,36,Male,White,Master,Liberal,5,5,4,3.0,1,Control,Control,1,3,0.0066681484774394305,0
P01788,30,Female,White,Bachelor,Liberal,5,5,3,3.0,4,Ad_Emotion,Ad_Emotion,0,5,0.008890864636585907,2
P01789,43,Male,White,High School,Liberal,5,1,5,2.9,1,Ad_Reason,Ad_Reason,1,4,0.00866859302067126,2
P01790,56,Male,White,High School,Liberal,3,1,1,3.2,1,Ad_Emotion,Ad_Emotion,1,3,0.010224494332073794,0
P01791,18,Male,White,Bachelor,Liberal,5,1,3,2.0,2,Control,Control,0,1,0.007779506557012669,1
P01792,41,Female,White,Not Applicable,Liberal,2,5,4,2.5,2,Control,Control,1,4,0.010224494332073794,1
P01793,38,Female,Black,Bachelor,Moderate,3,4,1,2.7,4,Ad_Emotion,Ad_Emotion,1,3,0.006890420093354078,3
P01794,48,Male,White,Master,Conservative,1,2,3,3.5,2,Ad_Reason,Ad_Reason,0,5,0.010446765947988441,1
P01796,30,Female,White,Bachelor,Liberal,3,3,4,2.9,5,Ad_Emotion,Ad_Emotion,0,4,0.010446765947988441,1
P01797,36,Female,Black,Bachelor,Liberal,3,5,5,3.7,3,Ad_Emotion,Ad_Emotion,0,5,0.010446765947988441,1
P01798,30,Male,White,Bachelor,Liberal,1,4,1,3.1,5,Control,Control,0,4,0.009335407868415203,0
P01799,52,Female,Black,High School,Conservative,5,4,1,2.9,2,Ad_Reason,Ad_Reason,1,5,0.012002667259390976,1
P01800,40,Male,Other,Master,Moderate,5,1,1,3.8,3,Ad_Emotion,Ad_Emotion,0,4,0.01066903756390309,2
P01801,62,Male,Hispanic,Master,Liberal,3,1,3,1.6,3,Ad_Reason,Ad_Reason,0,3,0.009779951100244499,0
P01802,39,Female,White,Master,Conservative,5,3,4,3.4,1,Ad_Emotion,Ad_Emotion,1,5,0.008446321404756612,0
P01804,21,Male,White,PhD,Conservative,4,1,5,4.0,4,Ad_Reason,Ad_Reason,1,3,0.00955767948432985,2
P01805,18,Male,Hispanic,High School,Liberal,4,2,4,2.3,2,Ad_Emotion,Ad_Emotion,1,5,0.011113580795732384,1
P01806,20,Female,White,High School,Liberal,1,1,5,2.7,2,Ad_Emotion,Ad_Emotion,1,4,0.010224494332073794,1
P01808,46,Male,White,High School,Conservative,2,4,1,3.4,1,Ad_Emotion,Ad_Emotion,1,2,0.009779951100244499,2
P01809,21,Female,White,High School,Conservative,5,1,4,2.6,2,Ad_Emotion,Ad_Emotion,0,3,0.011113580795732384,1
P01810,50,Male,Black,High School,Moderate,2,1,2,2.5,1,Ad_Emotion,Ad_Emotion,1,4,0.009779951100244499,2
P01811,34,Male,Hispanic,Master,Liberal,4,1,3,3.0,3,Control,Control,1,2,0.007557234941098022,2
P01812,41,Female,Black,High School,Moderate,1,2,2,1.3,3,Ad_Reason,Ad_Reason,1,4,0.00866859302067126,0
P01813,59,Male,Black,Bachelor,Conservative,4,4,3,2.3,4,Control,Control,0,2,0.009335407868415203,3
P01814,50,Male,Asian,Bachelor,Moderate,3,5,4,2.8,1,Control,Control,0,3,0.008890864636585907,0
P01815,36,Female,White,Master,Conservative,5,5,1,4.5,2,Ad_Reason,Ad_Reason,1,3,0.008446321404756612,0
P01816,29,Female,White,PhD,Moderate,5,5,4,3.2,5,Control,Control,1,3,0.008890864636585907,0
P01818,31,Female,White,High School,Moderate,3,4,5,3.1,5,Control,Control,0,3,0.012224938875305623,2
P01819,37,Female,White,High School,Conservative,2,1,3,5.0,5,Ad_Reason,Ad_Reason,0,2,0.009335407868415203,1
P01821,38,Female,White,Master,Moderate,2,1,2,1.0,5,Control,Control,0,2,0.010002222716159146,1
P01822,40,Male,White,High School,Moderate,3,5,1,3.2,3,Control,Control,1,3,0.011780395643476329,2
P01823,37,Male,Hispanic,High School,Liberal,2,2,4,4.1,3,Control,Control,1,3,0.011335852411647033,1
P01824,32,Female,White,Master,Liberal,5,1,2,1.5,4,Control,Control,1,3,0.009779951100244499,1
P01825,42,Female,White,Bachelor,Conservative,2,4,4,3.1,2,Ad_Emotion,Ad_Emotion,1,3,0.009113136252500556,1
P01826,45,Male,White,Master,Liberal,3,2,1,2.5,2,Control,Control,0,4,0.009779951100244499,1
P01827,26,Male,White,Master,Conservative,3,2,5,2.1,2,Ad_Emotion,Ad_Emotion,0,5,0.011335852411647033,2
P01828,56,Female,White,Master,Conservative,4,4,4,4.3,2,Ad_Emotion,Ad_Emotion,0,3,0.010446765947988441,1
P01829,38,Male,White,Bachelor,Conservative,2,2,1,2.3,3,Ad_Emotion,Ad_Emotion,1,3,0.008446321404756612,0
P01830,40,Male,White,Bachelor,Conservative,3,1,2,2.3,3,Ad_Emotion,Ad_Emotion,1,4,0.008224049788841965,2
P01831,48,Male,White,Not Applicable,Moderate,2,3,5,2.1,4,Ad_Reason,Ad_Reason,1,3,0.00955767948432985,1
P01832,42,Female,White,Bachelor,Conservative,1,3,5,1.9,4,Ad_Reason,Ad_Reason,0,4,0.009335407868415203,0
P01833,51,Male,White,High School,Liberal,5,5,5,2.5,4,Control,Control,0,2,0.010446765947988441,0
P01834,43,Male,Black,High School,Moderate,5,5,3,2.4,2,Ad_Reason,Ad_Reason,1,2,0.008890864636585907,2
P01835,32,Female,White,Bachelor,Conservative,2,1,1,1.8,2,Ad_Reason,Ad_Reason,1,3,0.01155812402756168,1
P01836,44,Female,White,PhD,Liberal,5,4,4,3.0,3,Control,Control,0,2,0.008001778172927318,0
P01837,26,Female,White,High School,Conservative,5,1,2,1.0,3,Control,Control,1,3,0.01155812402756168,0
P01838,41,Male,Hispanic,High School,Conservative,1,5,5,3.1,1,Control,Control,0,3,0.012002667259390976,0
P01839,39,Female,White,Master,Conservative,5,2,5,4.0,1,Ad_Reason,Ad_Reason,1,4,0.009335407868415203,0
P01840,37,Male,Asian,PhD,Liberal,5,1,5,2.5,2,Ad_Reason,Ad_Reason,0,3,0.011113580795732384,1
P01841,38,Male,Asian,High School,Moderate,3,1,1,3.4,3,Control,Control,1,3,0.012447210491220271,0
P01843,33,Male,White,Bachelor,Conservative,2,5,1,5.0,5,Control,Control,1,3,0.012669482107134918,0
P01845,41,Male,White,Master,Moderate,2,2,4,2.1,4,Ad_Emotion,Ad_Emotion,1,3,0.00955767948432985,0
P01846,27,Male,White,High School,Moderate,5,2,3,4.3,2,Control,Control,0,3,0.00866859302067126,2
P01847,55,Male,White,High School,Liberal,2,3,2,5.0,5,Control,Control,0,4,0.010002222716159146,2
P01848,29,Other,White,High School,Liberal,5,5,1,2.8,4,Control,Control,0,1,0.009335407868415203,2
P01849,51,Male,White,High School,Liberal,2,2,1,3.5,5,Ad_Reason,Ad_Reason,1,4,0.010224494332073794,2
P01850,45,Male,Hispanic,High School,Moderate,5,4,1,4.0,3,Ad_Emotion,Ad_Emotion,1,5,0.011780395643476329,2
P01851,32,Male,White,High School,Conservative,1,5,3,1.9,3,Ad_Reason,Ad_Reason,1,3,0.009113136252500556,3
P01852,61,Female,Hispanic,Master,Liberal,3,2,2,1.2,3,Ad_Reason,Ad_Reason,1,4,0.012002667259390976,2
P01853,25,Female,Hispanic,High School,Liberal,3,1,2,3.2,4,Control,Control,0,4,0.00866859302067126,1
P01855,52,Female,Hispanic,High School,Conservative,3,2,2,2.8,3,Control,Control,0,4,0.010446765947988441,0
P01856,31,Male,White,Bachelor,Liberal,1,1,5,4.0,4,Ad_Emotion,Ad_Emotion,0,2,0.009113136252500556,3
P01857,56,Male,White,High School,Liberal,1,3,5,3.6,3,Control,Control,0,2,0.008224049788841965,0
P01858,36,Male,White,High School,Liberal,5,5,1,3.6,2,Ad_Reason,Ad_Reason,1,3,0.009335407868415203,0
P01859,43,Male,White,Bachelor,Liberal,1,5,5,2.9,3,Ad_Reason,Ad_Reason,0,3,0.008224049788841965,2
P01860,43,Male,Hispanic,Bachelor,Liberal,3,2,2,2.4,1,Control,Control,0,4,0.012669482107134918,0
P01861,38,Female,Other,Master,Liberal,4,3,2,2.3,2,Control,Control,1,2,0.010446765947988441,0
P01862,49,Male,White,Master,Conservative,5,4,5,4.7,3,Ad_Reason,Ad_Reason,1,3,0.01155812402756168,0
P01863,49,Female,White,Bachelor,Moderate,2,2,4,5.0,1,Ad_Emotion,Ad_Emotion,0,5,0.01066903756390309,0
P01864,19,Male,White,Bachelor,Liberal,3,2,1,4.1,3,Ad_Emotion,Ad_Emotion,1,4,0.010446765947988441,2
P01865,55,Male,White,PhD,Moderate,3,4,3,2.7,2,Control,Control,1,3,0.006890420093354078,2
P01866,20,Male,White,Bachelor,Moderate,3,4,1,1.9,3,Ad_Emotion,Ad_Emotion,0,3,0.008890864636585907,1
P01867,52,Female,White,Not Applicable,Conservative,1,4,1,5.0,4,Ad_Reason,Ad_Reason,1,3,0.011780395643476329,2
P01868,53,Male,Hispanic,Master,Liberal,2,4,1,3.5,3,Control,Control,0,2,0.00866859302067126,0
P01869,26,Female,White,High School,Conservative,5,4,5,3.4,2,Ad_Reason,Ad_Reason,1,4,0.011113580795732384,0
P01870,35,Male,Hispanic,High School,Conservative,3,1,1,2.4,5,Ad_Reason,Ad_Reason,1,3,0.011335852411647033,1
P01871,26,Male,Black,Bachelor,Liberal,2,1,2,3.7,3,Ad_Emotion,Ad_Emotion,0,3,0.010446765947988441,1
P01872,37,Male,Hispanic,Master,Conservative,4,4,1,2.8,4,Control,Control,1,1,0.01155812402756168,1
P01873,36,Male,White,Bachelor,Moderate,1,3,2,1.9,2,Control,Control,1,3,0.012669482107134918,1
P01874,49,Male,Hispanic,Master,Moderate,3,3,5,2.7,1,Ad_Emotion,Ad_Emotion,1,4,0.007112691709268726,0
P01875,55,Male,Black,High School,Liberal,2,4,5,3.4,5,Ad_Reason,Ad_Reason,1,4,0.008446321404756612,1
P01876,56,Female,White,High School,Liberal,2,1,1,4.5,3,Ad_Reason,Ad_Reason,0,4,0.00866859302067126,1
P01877,33,Male,White,High School,Moderate,3,3,2,1.4,2,Ad_Reason,Ad_Reason,1,4,0.00955767948432985,0
P01878,37,Female,Hispanic,Bachelor,Liberal,2,1,2,1.8,4,Ad_Reason,Ad_Reason,1,3,0.010446765947988441,1
P01879,19,Male,White,Bachelor,Moderate,2,2,2,2.6,4,Control,Control,0,3,0.011113580795732384,0
P01880,30,Female,White,High School,Liberal,5,1,2,2.1,2,Control,Control,1,3,0.01066903756390309,0
P01881,51,Female,White,Bachelor,Moderate,1,4,3,3.0,4,Ad_Emotion,Ad_Emotion,0,4,0.009779951100244499,1
P01882,59,Male,Black,High School,Moderate,5,5,5,2.5,5,Ad_Emotion,Ad_Emotion,1,4,0.012224938875305623,1
P01883,25,Male,Hispanic,High School,Liberal,1,4,2,3.1,1,Control,Control,1,4,0.014225383418537452,1
P01884,32,Female,White,Bachelor,Moderate,1,2,3,3.2,4,Control,Control,0,4,0.007334963325183374,0
P01885,39,Female,White,High School,Moderate,5,1,3,1.6,4,Ad_Reason,Ad_Reason,1,2,0.00955767948432985,1
P01886,43,Male,Other,Bachelor,Liberal,3,3,5,2.8,1,Ad_Reason,Ad_Reason,1,2,0.008224049788841965,1
P01887,30,Male,Asian,Master,Liberal,2,4,4,2.2,5,Ad_Emotion,Ad_Emotion,1,4,0.009779951100244499,3
