participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score,ad_group,ad_group_y,vaccine_uptake,post_attitude_score,degree_centrality
P01441,47,Male,White,Master,Moderate,4,4,5,2.0,2,Ad_Emotion,Ad_Emotion,0,2,0.008446321404756612
P01442,54,Female,Hispanic,High School,Moderate,4,5,4,4.6,3,Ad_Emotion,Ad_Emotion,1,3,0.010891309179817737
P01443,42,Female,Asian,High School,Conservative,1,3,1,5.0,2,Ad_Emotion,Ad_Emotion,1,5,0.011113580795732384
P01444,24,Female,White,Master,Conservative,2,4,3,4.1,3,Control,Control,1,2,0.010891309179817737
P01445,44,Male,Black,High School,Liberal,2,3,3,3.7,5,Ad_Reason,Ad_Reason,0,4,0.01066903756390309
P01447,33,Female,White,Bachelor,Liberal,3,5,5,3.3,4,Ad_Reason,Ad_Reason,1,4,0.009335407868415203
P01448,47,Male,White,High School,Liberal,2,3,5,1.2,5,Control,Control,0,2,0.007779506557012669
P01449,54,Female,White,High School,Liberal,5,4,5,2.5,3,Ad_Emotion,Ad_Emotion,1,4,0.009113136252500556
P01450,40,Female,Hispanic,High School,Liberal,1,1,3,3.8,2,Ad_Reason,Ad_Reason,0,2,0.007779506557012669
P01451,43,Male,White,High School,Moderate,3,2,4,2.2,4,Ad_Reason,Ad_Reason,0,2,0.009335407868415203
P01452,60,Female,Other,Bachelor,Conservative,1,4,2,3.2,2,Control,Control,1,3,0.01066903756390309
P01453,42,Male,White,High School,Moderate,5,4,1,4.2,2,Control,Control,1,2,0.010891309179817737
P01454,71,Female,White,High School,Conservative,2,4,2,4.2,1,Ad_Reason,Ad_Reason,1,4,0.00955767948432985
P01455,46,Female,White,PhD,Conservative,1,3,1,3.9,3,Control,Control,0,4,0.009779951100244499
P01456,18,Male,White,Bachelor,Conservative,1,2,5,3.3,1,Control,Control,1,1,0.009779951100244499
P01457,49,Male,Hispanic,Bachelor,Moderate,1,3,3,3.8,2,Control,Control,0,4,0.00866859302067126
P01458,44,Female,Hispanic,Master,Liberal,5,4,2,2.8,1,Ad_Emotion,Ad_Emotion,0,3,0.011335852411647033
P01459,55,Female,White,PhD,Conservative,3,4,5,4.7,5,Ad_Emotion,Ad_Emotion,0,2,0.009335407868415203
P01460,48,Male,Hispanic,High School,Conservative,3,2,1,1.4,2,Control,Control,0,2,0.0064458768615247835
P01461,38,Female,Hispanic,Bachelor,Moderate,5,1,2,3.1,2,Control,Control,0,2,0.012224938875305623
P01462,25,Male,White,Bachelor,Liberal,1,3,2,2.5,5,Ad_Emotion,Ad_Emotion,1,3,0.010224494332073794
P01463,37,Male,Black,High School,Conservative,1,1,2,3.7,2,Ad_Emotion,Ad_Emotion,0,4,0.00955767948432985
P01464,29,Male,White,Master,Liberal,4,4,2,2.7,4,Ad_Reason,Ad_Reason,1,2,0.007557234941098022
P01465,33,Male,White,Not Applicable,Liberal,2,4,2,5.0,4,Ad_Reason,Ad_Reason,0,3,0.008890864636585907
P01466,47,Male,White,Not Applicable,Conservative,2,5,5,3.9,3,Ad_Emotion,Ad_Emotion,0,4,0.010446765947988441
P01467,60,Other,Black,High School,Moderate,3,5,1,2.0,3,Control,Control,1,2,0.010891309179817737
P01468,44,Male,White,High School,Moderate,5,1,1,1.0,1,Control,Control,0,3,0.007334963325183374
P01469,25,Male,Hispanic,Not Applicable,Conservative,1,5,4,1.9,1,Control,Control,0,3,0.007557234941098022
P01470,45,Male,Hispanic,Bachelor,Moderate,2,2,3,3.6,5,Control,Control,1,4,0.008001778172927318
P01472,32,Female,White,Bachelor,Liberal,5,5,1,2.4,2,Ad_Emotion,Ad_Emotion,1,4,0.011335852411647033
P01473,38,Male,White,High School,Liberal,1,5,3,2.3,3,Control,Control,1,3,0.008890864636585907
P01474,40,Male,White,High School,Conservative,5,2,3,3.8,3,Ad_Reason,Ad_Reason,1,2,0.01155812402756168
P01475,30,Male,White,Master,Moderate,2,2,5,2.7,3,Control,Control,1,2,0.010891309179817737
P01476,47,Male,White,High School,Liberal,4,1,2,2.6,3,Ad_Emotion,Ad_Emotion,1,5,0.010002222716159146
P01477,38,Male,White,High School,Liberal,2,3,4,4.0,1,Ad_Reason,Ad_Reason,0,3,0.014225383418537452
P01478,45,Male,White,High School,Moderate,4,2,3,4.6,4,Ad_Emotion,Ad_Emotion,1,4,0.010224494332073794
P01480,34,Female,White,High School,Moderate,2,1,2,4.2,5,Ad_Reason,Ad_Reason,1,3,0.01066903756390309
P01481,48,Male,Hispanic,Bachelor,Moderate,1,3,1,2.9,3,Ad_Reason,Ad_Reason,0,3,0.009335407868415203
P01482,35,Female,Hispanic,Bachelor,Liberal,5,1,4,3.9,3,Ad_Reason,Ad_Reason,1,4,0.008224049788841965
P01483,60,Female,White,Master,Moderate,1,5,2,3.7,1,Ad_Reason,Ad_Reason,0,3,0.010224494332073794
P01484,35,Female,White,High School,Conservative,4,3,5,3.0,1,Ad_Reason,Ad_Reason,1,4,0.012224938875305623
P01486,51,Male,White,High School,Moderate,3,2,5,3.7,3,Ad_Reason,Ad_Reason,0,3,0.014225383418537452
P01487,22,Male,White,Bachelor,Moderate,4,4,5,1.9,3,Control,Control,1,2,0.009779951100244499
P01488,18,Female,Black,Bachelor,Conservative,3,5,5,1.9,5,Ad_Emotion,Ad_Emotion,1,4,0.010446765947988441
P01489,21,Male,Hispanic,High School,Liberal,5,4,4,5.0,1,Ad_Reason,Ad_Reason,1,4,0.00866859302067126
P01490,55,Female,White,Master,Conservative,5,5,3,4.2,5,Control,Control,1,5,0.008224049788841965
P01491,33,Female,Asian,High School,Moderate,2,1,3,4.0,1,Control,Control,1,3,0.011113580795732384
P01492,70,Male,White,High School,Conservative,5,4,1,2.8,1,Control,Control,1,4,0.012669482107134918
P01493,33,Female,White,High School,Liberal,3,3,3,1.4,1,Ad_Emotion,Ad_Emotion,0,3,0.010446765947988441
P01494,42,Male,White,Bachelor,Conservative,1,2,5,2.5,3,Ad_Reason,Ad_Reason,1,4,0.011335852411647033
P01495,58,Male,White,High School,Conservative,2,5,3,3.4,5,Control,Control,0,2,0.011113580795732384
P01497,64,Male,White,High School,Liberal,3,5,5,3.4,4,Ad_Emotion,Ad_Emotion,0,5,0.009779951100244499
P01498,54,Female,White,Bachelor,Moderate,1,3,4,3.5,1,Ad_Emotion,Ad_Emotion,1,4,0.011113580795732384
P01499,52,Male,White,Bachelor,Liberal,3,3,5,2.8,1,Control,Control,0,5,0.008890864636585907
P01500,47,Male,Black,High School,Conservative,5,3,3,3.6,1,Ad_Reason,Ad_Reason,1,4,0.012224938875305623
P01502,33,Female,White,Bachelor,Liberal,4,3,1,3.1,4,Control,Control,0,3,0.009779951100244499
P01503,30,Male,White,Master,Moderate,3,2,5,2.8,3,Ad_Reason,Ad_Reason,1,4,0.009779951100244499
P01504,39,Female,White,Master,Liberal,5,1,1,4.4,5,Ad_Reason,Ad_Reason,1,4,0.009113136252500556
P01505,37,Female,Hispanic,Master,Conservative,1,4,1,1.0,5,Ad_Reason,Ad_Reason,1,2,0.01066903756390309
P01506,34,Male,White,High School,Conservative,5,2,2,2.8,5,Ad_Emotion,Ad_Emotion,1,5,0.00866859302067126
P01507,48,Male,White,Not Applicable,Moderate,1,4,1,3.2,3,Ad_Reason,Ad_Reason,0,4,0.010002222716159146
P01508,51,Male,White,High School,Conservative,1,1,3,1.1,1,Control,Control,1,3,0.012002667259390976
P01509,41,Female,White,Not Applicable,Conservative,1,5,3,3.7,4,Ad_Reason,Ad_Reason,0,1,0.009113136252500556
P01510,57,Female,White,High School,Liberal,1,1,2,2.9,5,Control,Control,0,2,0.009335407868415203
P01511,26,Female,Hispanic,Bachelor,Conservative,2,1,2,2.0,2,Ad_Emotion,Ad_Emotion,0,3,0.00955767948432985
P01512,37,Female,Hispanic,High School,Liberal,1,5,5,4.0,2,Control,Control,1,3,0.010446765947988441
P01513,31,Male,White,High School,Moderate,2,4,2,2.3,4,Control,Control,0,3,0.009335407868415203
P01514,18,Male,White,Master,Moderate,4,3,4,3.8,5,Ad_Reason,Ad_Reason,0,4,0.011335852411647033
P01515,39,Male,White,Master,Conservative,2,5,3,3.2,1,Ad_Reason,Ad_Reason,0,4,0.009335407868415203
P01516,38,Female,White,Not Applicable,Liberal,1,5,3,2.6,5,Control,Control,1,4,0.010446765947988441
P01518,47,Male,White,Bachelor,Moderate,5,5,2,2.3,5,Ad_Emotion,Ad_Emotion,1,3,0.010224494332073794
P01519,27,Female,White,High School,Liberal,2,2,3,3.9,2,Ad_Emotion,Ad_Emotion,1,3,0.012669482107134918
P01520,62,Male,White,Not Applicable,Conservative,5,3,2,4.2,3,Ad_Reason,Ad_Reason,1,2,0.010002222716159146
P01521,54,Male,Hispanic,Bachelor,Moderate,4,1,5,3.7,4,Ad_Emotion,Ad_Emotion,1,3,0.00866859302067126
P01522,46,Male,Black,Bachelor,Liberal,2,4,2,3.0,1,Ad_Reason,Ad_Reason,1,5,0.014892198266281395
P01523,37,Male,White,Bachelor,Liberal,1,4,2,3.7,3,Control,Control,0,3,0.01066903756390309
P01524,28,Male,White,Bachelor,Moderate,2,4,5,3.3,1,Control,Control,1,3,0.009113136252500556
P01525,35,Male,White,Not Applicable,Moderate,1,4,5,2.4,4,Ad_Emotion,Ad_Emotion,0,4,0.013114025338964214
P01526,53,Male,Hispanic,High School,Liberal,3,4,5,2.1,3,Ad_Reason,Ad_Reason,1,4,0.007334963325183374
P01527,62,Male,White,High School,Liberal,2,1,3,2.7,3,Ad_Reason,Ad_Reason,1,3,0.010002222716159146
P01531,41,Male,White,High School,Conservative,4,2,3,3.3,3,Control,Control,1,3,0.011780395643476329
P01532,18,Male,White,High School,Moderate,1,3,4,4.5,4,Ad_Reason,Ad_Reason,0,3,0.011113580795732384
P01533,43,Male,White,Bachelor,Conservative,5,2,2,3.0,1,Control,Control,0,5,0.008890864636585907
P01534,38,Male,Black,Bachelor,Liberal,4,5,4,2.8,5,Ad_Emotion,Ad_Emotion,1,4,0.011335852411647033
P01535,34,Female,Black,High School,Moderate,1,4,4,1.5,4,Ad_Reason,Ad_Reason,0,4,0.009113136252500556
P01536,20,Male,Hispanic,Not Applicable,Moderate,1,5,5,3.6,3,Ad_Emotion,Ad_Emotion,1,1,0.010002222716159146
P01537,46,Female,White,Not Applicable,Moderate,1,5,3,2.3,5,Ad_Emotion,Ad_Emotion,1,5,0.00955767948432985
P01538,33,Female,White,High School,Moderate,3,4,2,2.1,4,Control,Control,0,5,0.007334963325183374
P01539,25,Female,Hispanic,Master,Conservative,1,1,2,2.0,2,Ad_Emotion,Ad_Emotion,1,5,0.008446321404756612
P01540,18,Female,White,Bachelor,Moderate,4,2,2,3.4,3,Control,Control,0,4,0.01066903756390309
P01542,61,Male,Black,High School,Moderate,1,1,1,4.6,1,Control,Control,0,3,0.009113136252500556
P01544,34,Male,White,Bachelor,Conservative,2,4,1,2.5,4,Control,Control,0,4,0.006890420093354078
P01545,32,Male,Asian,High School,Moderate,1,2,4,1.0,2,Ad_Emotion,Ad_Emotion,1,4,0.010891309179817737
P01546,45,Male,Hispanic,Master,Moderate,4,1,5,3.1,4,Control,Control,0,4,0.009779951100244499
P01547,28,Female,White,Bachelor,Moderate,5,4,1,2.7,1,Control,Control,0,2,0.007779506557012669
P01548,43,Female,White,Bachelor,Conservative,4,1,1,3.9,5,Ad_Reason,Ad_Reason,1,5,0.010224494332073794
P01549,49,Male,White,High School,Conservative,3,5,3,3.0,2,Ad_Emotion,Ad_Emotion,0,3,0.008224049788841965
P01550,54,Female,White,Bachelor,Conservative,5,2,4,4.2,3,Control,Control,0,3,0.012224938875305623
P01551,38,Male,White,High School,Moderate,2,2,3,3.5,4,Ad_Emotion,Ad_Emotion,0,2,0.011780395643476329
P01552,37,Male,White,Bachelor,Liberal,2,4,5,1.7,2,Control,Control,0,3,0.012224938875305623
P01553,29,Male,Hispanic,Master,Conservative,4,4,2,2.3,4,Control,Control,1,3,0.009113136252500556
P01554,30,Male,Asian,Master,Conservative,4,4,4,2.5,2,Ad_Emotion,Ad_Emotion,1,4,0.01066903756390309
P01555,37,Male,Black,High School,Conservative,1,2,5,2.8,3,Control,Control,1,3,0.009113136252500556
P01556,44,Female,White,Bachelor,Liberal,1,5,5,2.7,4,Ad_Emotion,Ad_Emotion,1,2,0.01066903756390309
P01557,50,Female,White,Not Applicable,Moderate,3,2,1,3.7,4,Control,Control,1,2,0.011113580795732384
P01558,30,Male,Other,Bachelor,Liberal,1,4,3,3.5,5,Ad_Reason,Ad_Reason,1,2,0.012224938875305623
P01559,57,Female,White,High School,Conservative,4,3,1,2.6,1,Ad_Emotion,Ad_Emotion,1,3,0.010002222716159146
P01560,36,Female,White,Bachelor,Liberal,4,5,1,3.7,2,Control,Control,0,3,0.009113136252500556
P01561,39,Female,White,High School,Moderate,1,2,2,1.8,3,Control,Control,0,4,0.011113580795732384
P01562,31,Female,Hispanic,Master,Liberal,3,3,3,3.7,5,Ad_Reason,Ad_Reason,1,3,0.008224049788841965
P01563,18,Male,Hispanic,Bachelor,Liberal,4,5,2,3.9,5,Ad_Emotion,Ad_Emotion,1,2,0.01155812402756168
P01564,50,Female,White,Bachelor,Moderate,3,2,5,3.3,1,Control,Control,1,5,0.00866859302067126
P01565,48,Female,Hispanic,High School,Liberal,4,4,2,3.5,3,Ad_Reason,Ad_Reason,1,4,0.009113136252500556
P01566,36,Male,White,Bachelor,Moderate,3,2,5,3.7,2,Control,Control,0,3,0.009113136252500556
P01567,40,Male,White,PhD,Conservative,3,5,1,4.0,4,Ad_Emotion,Ad_Emotion,1,4,0.008224049788841965
P01568,46,Female,Hispanic,High School,Conservative,3,4,2,3.7,1,Control,Control,1,3,0.011335852411647033
P01570,33,Other,White,PhD,Conservative,2,3,2,1.4,5,Control,Control,0,2,0.011335852411647033
P01573,43,Male,Asian,Bachelor,Conservative,4,5,3,3.2,2,Ad_Reason,Ad_Reason,0,4,0.011335852411647033
P01574,23,Female,Hispanic,Bachelor,Liberal,2,5,5,3.9,4,Ad_Emotion,Ad_Emotion,1,4,0.008446321404756612
P01575,45,Female,White,High School,Moderate,4,3,4,3.1,4,Ad_Reason,Ad_Reason,1,1,0.012224938875305623
P01576,39,Male,Hispanic,High School,Liberal,4,5,3,3.1,1,Ad_Reason,Ad_Reason,1,3,0.008890864636585907
P01577,20,Female,Other,Bachelor,Conservative,3,4,4,3.5,2,Ad_Emotion,Ad_Emotion,0,3,0.012447210491220271
P01578,53,Male,White,PhD,Moderate,5,3,1,1.5,4,Ad_Reason,Ad_Reason,1,3,0.010891309179817737
P01579,31,Male,Hispanic,High School,Moderate,2,3,1,4.6,3,Ad_Reason,Ad_Reason,0,3,0.00955767948432985
P01580,30,Male,White,High School,Moderate,4,2,2,2.9,1,Ad_Emotion,Ad_Emotion,0,4,0.009779951100244499
P01581,42,Female,White,High School,Conservative,5,4,2,4.5,1,Ad_Emotion,Ad_Emotion,1,4,0.009779951100244499
P01582,53,Male,Black,Master,Conservative,5,4,2,2.1,1,Ad_Emotion,Ad_Emotion,1,4,0.010446765947988441
P01583,27,Male,White,High School,Moderate,4,5,2,2.1,1,Control,Control,0,3,0.00955767948432985
P01584,40,Male,White,Master,Conservative,3,4,4,2.8,4,Control,Control,0,1,0.01066903756390309
P01585,45,Female,Hispanic,High School,Conservative,1,5,3,3.0,5,Ad_Emotion,Ad_Emotion,1,4,0.008890864636585907
P01587,42,Male,White,Bachelor,Liberal,3,2,2,2.2,5,Ad_Emotion,Ad_Emotion,1,3,0.00866859302067126
P01588,35,Male,Hispanic,Bachelor,Liberal,2,4,1,3.4,5,Control,Control,0,3,0.00866859302067126
P01589,30,Female,White,High School,Liberal,3,2,5,4.4,4,Control,Control,0,2,0.007779506557012669
P01590,41,Male,White,Master,Moderate,5,4,2,4.7,1,Ad_Reason,Ad_Reason,0,2,0.007779506557012669
P01591,27,Female,White,High School,Liberal,2,4,2,2.7,1,Ad_Reason,Ad_Reason,1,3,0.008224049788841965
P01592,18,Female,White,High School,Moderate,2,1,1,1.9,4,Ad_Emotion,Ad_Emotion,1,5,0.0066681484774394305
P01593,45,Female,Black,Bachelor,Moderate,1,4,5,2.7,4,Control,Control,1,5,0.010891309179817737
P01594,50,Male,Hispanic,Master,Moderate,1,2,4,4.7,2,Control,Control,0,5,0.010446765947988441
P01595,18,Female,White,Master,Moderate,4,3,4,4.0,1,Control,Control,0,3,0.01066903756390309
P01596,27,Female,Hispanic,Bachelor,Liberal,3,2,5,3.4,3,Ad_Emotion,Ad_Emotion,0,4,0.011780395643476329
P01597,47,Female,White,Bachelor,Conservative,4,4,5,2.5,2,Ad_Reason,Ad_Reason,1,4,0.008224049788841965
P01599,40,Male,Black,Master,Moderate,5,1,2,5.0,1,Ad_Reason,Ad_Reason,0,2,0.008224049788841965
P01600,31,Male,Black,Master,Conservative,1,5,2,2.9,4,Ad_Reason,Ad_Reason,1,4,0.013336296954878861
P01601,37,Female,White,Bachelor,Liberal,3,1,1,1.0,4,Ad_Emotion,Ad_Emotion,0,3,0.009335407868415203
P01602,56,Female,White,Bachelor,Conservative,5,1,5,2.0,4,Ad_Reason,Ad_Reason,1,3,0.008890864636585907
P01603,32,Male,White,Not Applicable,Liberal,4,5,2,3.1,1,Ad_Reason,Ad_Reason,0,2,0.009335407868415203
P01604,30,Male,White,Master,Moderate,4,4,2,2.8,3,Control,Control,1,3,0.00955767948432985
P01605,34,Male,White,Bachelor,Liberal,1,2,1,4.4,4,Ad_Reason,Ad_Reason,0,4,0.011335852411647033
P01606,28,Female,Black,High School,Moderate,1,5,5,2.4,1,Ad_Emotion,Ad_Emotion,1,3,0.01066903756390309
P01607,41,Female,White,Bachelor,Liberal,4,3,1,2.8,5,Ad_Emotion,Ad_Emotion,0,5,0.011335852411647033
P01608,59,Male,Asian,Bachelor,Moderate,4,1,1,2.4,2,Ad_Reason,Ad_Reason,1,1,0.008890864636585907
P01609,43,Male,White,Bachelor,Liberal,2,2,4,3.8,1,Control,Control,1,2,0.01066903756390309
P01610,36,Male,White,High School,Conservative,3,3,1,2.1,1,Control,Control,1,5,0.010002222716159146
P01611,36,Female,White,Bachelor,Moderate,2,2,5,2.8,4,Ad_Reason,Ad_Reason,1,3,0.009335407868415203
P01612,21,Female,White,Bachelor,Liberal,2,4,2,1.5,2,Ad_Reason,Ad_Reason,1,2,0.008890864636585907
P01613,50,Female,Hispanic,Bachelor,Liberal,4,3,2,2.5,2,Ad_Emotion,Ad_Emotion,0,3,0.012447210491220271
P01614,39,Male,White,High School,Conservative,3,5,4,4.7,4,Ad_Reason,Ad_Reason,1,3,0.012224938875305623
P01615,37,Female,White,Master,Liberal,4,2,5,4.8,3,Control,Control,1,2,0.01155812402756168
P01616,78,Male,Hispanic,Bachelor,Moderate,2,5,2,3.7,1,Ad_Reason,Ad_Reason,1,4,0.010002222716159146
P01617,43,Female,Black,High School,Moderate,2,5,1,3.4,4,Ad_Emotion,Ad_Emotion,1,4,0.008890864636585907
P01618,30,Male,White,High School,Liberal,4,2,3,2.4,3,Ad_Emotion,Ad_Emotion,0,2,0.00866859302067126
P01619,34,Female,White,Master,Liberal,1,2,3,3.2,4,Ad_Emotion,Ad_Emotion,0,4,0.013336296954878861
P01620,53,Female,Black,Master,Moderate,1,1,3,3.2,5,Ad_Emotion,Ad_Emotion,0,4,0.00866859302067126
P01621,41,Female,Other,High School,Liberal,4,1,3,3.0,3,Ad_Emotion,Ad_Emotion,1,2,0.010002222716159146
P01622,22,Female,Hispanic,PhD,Liberal,5,3,1,3.8,3,Ad_Reason,Ad_Reason,1,3,0.011335852411647033
P01623,51,Male,White,High School,Liberal,5,3,2,2.1,2,Ad_Reason,Ad_Reason,1,3,0.008446321404756612
P01624,31,Male,Other,Not Applicable,Liberal,1,3,4,5.0,1,Ad_Reason,Ad_Reason,0,3,0.007112691709268726
P01625,62,Female,White,High School,Liberal,3,1,1,4.6,4,Ad_Reason,Ad_Reason,0,5,0.008224049788841965
P01627,34,Male,Hispanic,Bachelor,Moderate,3,4,5,3.1,1,Control,Control,1,3,0.008890864636585907
P01628,55,Male,White,High School,Conservative,1,4,2,2.4,1,Ad_Reason,Ad_Reason,0,3,0.008446321404756612
P01629,40,Female,White,Bachelor,Liberal,4,2,2,3.6,2,Control,Control,0,2,0.010224494332073794
P01630,50,Male,White,Master,Liberal,5,1,2,2.9,1,Ad_Reason,Ad_Reason,1,2,0.011335852411647033
P01631,45,Male,White,Master,Conservative,1,2,1,1.1,5,Ad_Reason,Ad_Reason,0,4,0.011113580795732384
P01633,32,Male,Black,Bachelor,Liberal,3,2,2,4.3,3,Ad_Emotion,Ad_Emotion,0,3,0.009779951100244499
P01634,52,Female,White,High School,Moderate,1,1,5,2.8,1,Ad_Reason,Ad_Reason,0,3,0.009113136252500556
P01635,35,Other,White,High School,Moderate,2,1,5,2.8,3,Ad_Reason,Ad_Reason,1,5,0.008446321404756612
P01638,45,Female,White,Master,Moderate,2,1,2,2.9,5,Ad_Emotion,Ad_Emotion,1,3,0.010224494332073794
P01639,64,Female,Other,Bachelor,Conservative,4,3,3,1.0,1,Control,Control,0,2,0.008224049788841965
P01640,27,Male,Black,High School,Conservative,1,3,3,2.2,5,Control,Control,1,2,0.010446765947988441
P01641,40,Female,White,Bachelor,Conservative,1,1,1,1.0,4,Ad_Emotion,Ad_Emotion,1,4,0.011113580795732384
P01642,56,Female,White,High School,Liberal,2,3,3,1.6,2,Control,Control,0,1,0.012447210491220271
P01643,39,Female,White,Bachelor,Conservative,4,1,3,3.1,5,Ad_Emotion,Ad_Emotion,0,2,0.010446765947988441
P01644,45,Female,Black,Master,Conservative,3,4,1,3.0,2,Ad_Reason,Ad_Reason,1,3,0.010224494332073794
P01645,27,Male,White,Bachelor,Conservative,3,3,4,4.3,2,Ad_Emotion,Ad_Emotion,1,3,0.009113136252500556
P01646,45,Male,White,High School,Conservative,1,4,3,3.0,4,Ad_Reason,Ad_Reason,1,3,0.009113136252500556
P01647,37,Female,White,Master,Conservative,2,3,5,2.1,1,Control,Control,1,2,0.010002222716159146
P01648,51,Male,Hispanic,High School,Liberal,4,5,3,4.2,2,Control,Control,1,2,0.010002222716159146
P01650,71,Female,Hispanic,Bachelor,Conservative,3,4,1,3.9,5,Control,Control,0,3,0.010002222716159146
P01651,46,Female,Hispanic,Bachelor,Liberal,3,3,4,2.9,3,Ad_Emotion,Ad_Emotion,1,2,0.009779951100244499
P01652,43,Male,White,Master,Liberal,5,5,4,2.7,1,Ad_Reason,Ad_Reason,1,1,0.01155812402756168
P01653,42,Female,White,Bachelor,Moderate,5,1,5,1.8,3,Control,Control,1,2,0.008890864636585907
P01654,35,Female,White,High School,Conservative,2,2,5,2.2,4,Ad_Reason,Ad_Reason,1,4,0.009335407868415203
P01655,44,Female,Hispanic,High School,Liberal,5,5,3,2.6,2,Ad_Emotion,Ad_Emotion,0,3,0.009113136252500556
P01656,36,Male,White,Master,Moderate,4,5,4,1.7,4,Ad_Emotion,Ad_Emotion,0,4,0.011113580795732384
P01657,42,Male,White,High School,Liberal,5,1,5,2.7,1,Control,Control,0,3,0.00866859302067126
P01658,55,Male,White,Bachelor,Liberal,1,5,3,2.7,1,Ad_Emotion,Ad_Emotion,1,3,0.012669482107134918
P01659,27,Male,White,Master,Liberal,1,5,2,4.3,5,Ad_Reason,Ad_Reason,1,5,0.007779506557012669
P01660,53,Male,Hispanic,Bachelor,Liberal,3,5,3,1.4,4,Ad_Emotion,Ad_Emotion,0,3,0.010446765947988441
P01661,55,Male,Black,Master,Conservative,3,3,5,3.2,1,Ad_Reason,Ad_Reason,1,3,0.00955767948432985
P01662,38,Male,Hispanic,Master,Conservative,2,5,3,1.6,4,Ad_Reason,Ad_Reason,1,2,0.010224494332073794
P01663,18,Female,White,Bachelor,Conservative,1,2,2,1.0,5,Ad_Emotion,Ad_Emotion,1,3,0.009335407868415203
P01666,39,Female,White,Bachelor,Liberal,5,4,5,4.3,1,Ad_Reason,Ad_Reason,1,4,0.010002222716159146
P01667,28,Male,Hispanic,Bachelor,Liberal,3,5,3,2.7,2,Ad_Reason,Ad_Reason,0,5,0.008446321404756612
P01668,33,Female,White,Master,Moderate,2,2,1,2.5,2,Ad_Emotion,Ad_Emotion,1,4,0.011113580795732384
P01669,50,Female,White,Master,Conservative,2,2,5,2.3,5,Control,Control,0,4,0.012669482107134918
P01670,46,Male,Black,High School,Liberal,3,4,5,2.5,1,Control,Control,1,2,0.009779951100244499
P01671,37,Female,Other,High School,Liberal,3,2,5,1.0,5,Ad_Reason,Ad_Reason,1,3,0.010446765947988441
P01672,35,Male,Hispanic,PhD,Conservative,1,3,5,2.2,5,Ad_Reason,Ad_Reason,0,3,0.00866859302067126
P01673,35,Female,White,Bachelor,Moderate,3,1,3,3.8,5,Control,Control,1,4,0.00955767948432985
P01674,28,Male,White,High School,Conservative,5,3,4,1.0,5,Ad_Emotion,Ad_Emotion,1,3,0.0066681484774394305
P01675,59,Female,White,Bachelor,Conservative,1,1,3,2.6,4,Ad_Reason,Ad_Reason,0,2,0.007334963325183374
P01676,36,Male,Black,Not Applicable,Moderate,2,2,2,2.7,4,Ad_Reason,Ad_Reason,1,4,0.009779951100244499
P01677,54,Female,Asian,Master,Liberal,5,5,1,3.7,1,Control,Control,0,4,0.013114025338964214
P01678,58,Male,White,Master,Conservative,5,1,3,3.1,1,Ad_Emotion,Ad_Emotion,0,3,0.010002222716159146
P01681,44,Male,Hispanic,Bachelor,Conservative,1,3,2,1.2,4,Ad_Emotion,Ad_Emotion,0,4,0.012002667259390976
P01682,39,Female,White,Master,Moderate,4,3,5,2.5,1,Ad_Emotion,Ad_Emotion,0,5,0.009335407868415203
P01684,43,Female,Other,High School,Moderate,1,2,4,4.2,4,Control,Control,1,2,0.008224049788841965
P01685,25,Female,White,Bachelor,Conservative,2,5,1,1.6,2,Control,Control,0,3,0.009335407868415203
P01689,43,Male,White,Bachelor,Liberal,1,4,3,2.2,1,Control,Control,1,1,0.010891309179817737
P01690,36,Male,White,Master,Conservative,5,4,2,2.8,2,Ad_Reason,Ad_Reason,1,4,0.007779506557012669
P01691,47,Female,White,Bachelor,Conservative,5,4,4,2.9,3,Ad_Reason,Ad_Reason,1,2,0.010446765947988441
P01692,34,Male,White,Master,Moderate,4,4,2,3.0,4,Ad_Emotion,Ad_Emotion,0,3,0.01066903756390309
P01693,50,Female,White,Master,Liberal,4,1,5,3.6,1,Ad_Reason,Ad_Reason,1,4,0.007557234941098022
P01695,41,Male,White,Bachelor,Liberal,1,4,3,3.1,2,Control,Control,0,1,0.01066903756390309
P01696,63,Female,White,Bachelor,Liberal,2,2,1,2.7,1,Ad_Reason,Ad_Reason,1,4,0.009335407868415203
P01698,31,Male,White,High School,Moderate,2,1,2,1.2,4,Control,Control,1,3,0.01066903756390309
