participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score,ad_group,ad_group_y,vaccine_uptake,post_attitude_score
P00945,62,Female,White,High School,Moderate,3,5,2,3.1,5,Control,Control,1,1
P00946,27,Male,Other,High School,Moderate,2,5,5,3.0,4,Control,Control,1,3
P00947,21,Male,White,Bachelor,Conservative,4,4,1,3.7,3,Ad_Reason,Ad_Reason,1,5
P00948,31,Female,White,Master,Moderate,1,2,5,3.3,5,Control,Control,1,3
P00949,39,Male,White,High School,Conservative,5,4,2,3.3,3,Ad_Reason,Ad_Reason,1,5
P00950,42,Female,Asian,Bachelor,Conservative,2,4,4,4.1,2,Ad_Emotion,Ad_Emotion,1,5
P00951,37,Female,Asian,Bachelor,Conservative,1,2,4,2.7,1,Control,Control,1,2
P00952,44,Male,White,High School,Conservative,1,4,1,3.8,4,Ad_Reason,Ad_Reason,0,3
P00953,24,Female,White,Master,Conservative,2,2,3,4.3,5,Ad_Reason,Ad_Reason,0,2
P00956,53,Male,White,Master,Conservative,2,4,4,2.2,5,Ad_Emotion,Ad_Emotion,0,5
P00958,45,Female,White,Master,Liberal,2,2,2,4.8,1,Ad_Reason,Ad_Reason,1,5
P00959,46,Male,White,Bachelor,Liberal,5,3,3,5.0,2,Ad_Reason,Ad_Reason,0,2
P00961,47,Male,White,Master,Conservative,2,4,4,2.7,5,Ad_Reason,Ad_Reason,1,3
P00962,55,Female,White,Master,Conservative,3,1,3,4.7,3,Ad_Emotion,Ad_Emotion,1,3
P00963,42,Male,White,Bachelor,Liberal,3,2,3,3.6,3,Control,Control,1,2
P00964,48,Female,White,Master,Conservative,3,5,2,2.2,3,Ad_Reason,Ad_Reason,1,4
P00965,38,Male,Hispanic,Bachelor,Liberal,3,4,5,2.1,1,Ad_Reason,Ad_Reason,1,4
P00966,57,Male,White,Bachelor,Conservative,2,2,2,3.8,2,Ad_Emotion,Ad_Emotion,1,5
P00967,31,Male,White,High School,Moderate,3,2,2,3.4,2,Control,Control,0,4
P00968,61,Female,Black,High School,Conservative,1,2,4,4.1,4,Control,Control,1,4
P00969,39,Male,Hispanic,Master,Liberal,4,1,4,3.7,2,Ad_Emotion,Ad_Emotion,1,4
P00970,22,Female,White,High School,Liberal,3,2,5,1.8,3,Ad_Emotion,Ad_Emotion,0,4
P00971,41,Female,White,High School,Conservative,5,1,1,2.2,5,Control,Control,1,3
P00973,50,Female,White,High School,Conservative,1,2,3,3.2,1,Control,Control,0,4
P00974,32,Male,Black,High School,Moderate,4,5,2,2.9,2,Ad_Emotion,Ad_Emotion,1,5
P00975,34,Female,Black,Bachelor,Moderate,4,2,2,2.5,5,Ad_Reason,Ad_Reason,1,4
P00977,34,Male,White,Master,Liberal,3,4,3,3.7,1,Ad_Emotion,Ad_Emotion,0,5
P00978,18,Male,White,Bachelor,Moderate,1,3,2,2.8,1,Ad_Emotion,Ad_Emotion,0,4
P00979,20,Male,Black,Bachelor,Conservative,5,4,2,2.3,2,Ad_Emotion,Ad_Emotion,1,5
P00980,49,Other,White,Master,Liberal,1,1,4,1.7,5,Control,Control,0,3
P00982,45,Female,White,Bachelor,Moderate,2,3,5,4.1,3,Ad_Reason,Ad_Reason,1,3
P00983,28,Male,White,PhD,Moderate,4,3,1,2.3,3,Ad_Emotion,Ad_Emotion,1,3
P00984,39,Female,Other,Bachelor,Liberal,3,5,1,4.8,3,Ad_Reason,Ad_Reason,1,4
P00985,39,Male,White,Bachelor,Moderate,3,4,5,3.6,2,Ad_Reason,Ad_Reason,0,3
P00986,26,Female,Hispanic,High School,Conservative,2,1,3,2.2,2,Ad_Reason,Ad_Reason,1,2
P00987,58,Female,White,Bachelor,Liberal,5,1,2,2.4,5,Ad_Reason,Ad_Reason,0,4
P00988,50,Female,White,High School,Moderate,1,5,5,1.0,4,Ad_Emotion,Ad_Emotion,1,5
P00989,37,Male,White,Bachelor,Moderate,1,5,2,2.6,2,Ad_Reason,Ad_Reason,0,4
P00990,40,Male,Hispanic,Master,Moderate,1,4,4,4.9,3,Ad_Emotion,Ad_Emotion,1,4
P00991,42,Male,Asian,Bachelor,Moderate,5,5,1,4.6,5,Ad_Emotion,Ad_Emotion,0,4
P00993,37,Male,Hispanic,Master,Liberal,1,1,1,3.6,2,Ad_Emotion,Ad_Emotion,0,4
P00994,31,Female,White,High School,Conservative,1,3,3,2.8,5,Control,Control,1,3
P00995,27,Male,Black,Master,Conservative,5,2,5,3.1,3,Ad_Emotion,Ad_Emotion,0,5
P00997,61,Female,Hispanic,High School,Moderate,5,1,1,3.0,1,Ad_Emotion,Ad_Emotion,0,3
P00998,47,Female,Hispanic,PhD,Conservative,4,2,4,2.2,1,Control,Control,1,2
P00999,33,Male,White,High School,Conservative,2,4,1,2.9,3,Control,Control,1,1
P01000,46,Male,White,Not Applicable,Conservative,2,2,3,1.6,1,Ad_Reason,Ad_Reason,0,4
P01001,56,Male,White,High School,Conservative,5,5,3,3.6,4,Control,Control,0,4
P01002,51,Male,White,High School,Liberal,1,1,4,2.1,4,Control,Control,1,2
P01003,40,Female,Hispanic,High School,Conservative,2,5,4,3.6,3,Control,Control,1,2
P01004,32,Female,White,High School,Conservative,3,3,3,1.9,4,Control,Control,1,2
P01005,48,Female,Black,Master,Liberal,1,4,1,2.8,1,Ad_Reason,Ad_Reason,1,4
P01006,44,Male,White,Bachelor,Liberal,5,1,1,3.3,3,Control,Control,1,1
P01007,50,Female,White,Master,Moderate,3,4,5,2.8,1,Ad_Emotion,Ad_Emotion,0,2
P01008,47,Female,Black,High School,Moderate,5,1,3,3.6,4,Ad_Emotion,Ad_Emotion,1,4
P01009,52,Female,White,Bachelor,Liberal,1,5,5,3.4,4,Control,Control,1,2
P01010,33,Male,Hispanic,Bachelor,Liberal,4,3,3,2.6,5,Control,Control,1,2
P01011,55,Male,White,Bachelor,Liberal,4,2,5,2.4,2,Ad_Emotion,Ad_Emotion,0,4
P01012,42,Male,Asian,Bachelor,Moderate,4,4,2,2.3,2,Ad_Emotion,Ad_Emotion,1,4
P01014,31,Female,White,High School,Conservative,1,1,1,5.0,1,Ad_Emotion,Ad_Emotion,1,4
P01015,60,Male,Black,Master,Liberal,3,4,2,2.4,2,Ad_Emotion,Ad_Emotion,1,3
P01018,34,Female,White,High School,Conservative,3,1,1,2.6,2,Ad_Reason,Ad_Reason,1,1
P01019,36,Male,White,High School,Conservative,3,1,3,3.2,1,Ad_Emotion,Ad_Emotion,1,3
P01020,45,Female,White,Bachelor,Liberal,5,4,5,3.3,5,Control,Control,1,3
P01021,46,Other,Hispanic,High School,Moderate,2,4,1,1.2,5,Control,Control,1,3
P01023,39,Male,White,Master,Conservative,5,1,3,3.0,5,Control,Control,0,3
P01024,65,Female,White,Bachelor,Liberal,4,1,1,2.7,3,Ad_Reason,Ad_Reason,1,5
P01025,60,Female,Asian,Bachelor,Moderate,1,5,2,1.0,1,Ad_Reason,Ad_Reason,1,3
P01026,45,Male,White,High School,Conservative,3,1,1,2.7,4,Ad_Emotion,Ad_Emotion,1,4
P01027,40,Female,Black,PhD,Conservative,3,3,2,4.6,1,Ad_Emotion,Ad_Emotion,1,4
P01028,41,Female,White,High School,Conservative,4,3,2,3.6,4,Ad_Emotion,Ad_Emotion,1,3
P01030,27,Male,White,Not Applicable,Moderate,4,4,3,3.9,3,Ad_Reason,Ad_Reason,0,4
P01031,36,Female,Hispanic,Master,Moderate,5,2,1,1.9,4,Ad_Reason,Ad_Reason,1,4
P01032,19,Female,White,Not Applicable,Liberal,4,1,1,3.3,5,Control,Control,0,3
P01033,44,Male,White,Bachelor,Conservative,2,4,3,3.3,4,Ad_Reason,Ad_Reason,1,1
P01034,47,Female,Hispanic,High School,Moderate,4,1,1,2.6,2,Ad_Emotion,Ad_Emotion,1,4
P01035,34,Female,White,High School,Liberal,5,4,5,4.0,1,Ad_Emotion,Ad_Emotion,1,3
P01036,58,Female,White,High School,Conservative,4,5,5,3.8,3,Ad_Emotion,Ad_Emotion,1,2
P01037,25,Male,White,High School,Moderate,5,5,5,2.2,5,Ad_Reason,Ad_Reason,0,5
P01038,22,Female,White,Bachelor,Conservative,2,5,2,2.7,3,Ad_Emotion,Ad_Emotion,1,5
P01039,42,Male,Hispanic,High School,Conservative,1,2,4,2.1,1,Control,Control,0,3
P01040,52,Male,Asian,Master,Conservative,5,4,1,2.4,4,Control,Control,1,4
P01041,60,Female,White,High School,Liberal,1,2,4,3.7,4,Ad_Reason,Ad_Reason,0,4
P01042,34,Male,Black,Bachelor,Liberal,5,4,5,3.0,3,Control,Control,0,3
P01043,52,Female,White,Not Applicable,Conservative,4,1,3,4.0,4,Control,Control,1,4
P01044,39,Male,Hispanic,High School,Conservative,1,5,5,1.4,4,Ad_Reason,Ad_Reason,0,3
P01045,37,Male,White,Master,Moderate,5,5,1,3.3,4,Ad_Emotion,Ad_Emotion,1,4
P01047,47,Other,White,High School,Liberal,1,2,4,3.1,5,Ad_Emotion,Ad_Emotion,1,5
P01048,21,Female,White,Bachelor,Conservative,5,2,2,1.6,5,Ad_Reason,Ad_Reason,1,4
P01049,57,Female,White,High School,Liberal,1,3,3,2.0,1,Control,Control,0,2
P01050,56,Male,White,Master,Liberal,2,5,5,3.9,4,Ad_Emotion,Ad_Emotion,1,2
P01051,32,Male,Asian,Bachelor,Moderate,3,5,3,2.5,3,Ad_Emotion,Ad_Emotion,1,3
P01052,44,Female,White,Bachelor,Liberal,2,2,1,2.2,4,Ad_Reason,Ad_Reason,0,5
P01053,45,Male,Hispanic,Master,Conservative,1,5,2,2.7,1,Ad_Emotion,Ad_Emotion,1,3
P01054,43,Male,White,High School,Liberal,4,2,5,2.7,4,Ad_Reason,Ad_Reason,1,4
P01055,33,Female,Black,Master,Liberal,4,3,1,4.2,2,Control,Control,0,4
P01056,31,Male,Hispanic,Master,Moderate,3,4,3,1.3,1,Ad_Reason,Ad_Reason,0,3
P01057,39,Female,Black,Master,Moderate,1,4,2,3.6,5,Ad_Reason,Ad_Reason,1,2
P01058,54,Female,Hispanic,Master,Liberal,5,3,5,4.5,5,Ad_Reason,Ad_Reason,0,4
P01059,46,Male,Hispanic,Bachelor,Moderate,2,5,3,3.9,2,Ad_Reason,Ad_Reason,1,4
P01062,18,Female,White,Bachelor,Liberal,3,2,2,3.9,5,Ad_Emotion,Ad_Emotion,1,5
P01064,19,Male,White,Not Applicable,Moderate,3,3,5,2.5,4,Control,Control,1,5
P01065,35,Male,Asian,Bachelor,Liberal,3,4,4,1.0,1,Ad_Emotion,Ad_Emotion,1,3
P01066,26,Female,White,Master,Liberal,3,4,1,2.5,5,Control,Control,1,2
P01068,53,Male,White,Master,Liberal,5,4,5,1.3,1,Ad_Reason,Ad_Reason,1,2
P01069,34,Male,Other,Master,Liberal,2,5,3,5.0,5,Ad_Emotion,Ad_Emotion,1,3
P01071,39,Female,White,High School,Moderate,3,2,2,1.9,2,Ad_Emotion,Ad_Emotion,1,4
P01072,45,Female,White,Bachelor,Moderate,2,3,2,3.2,3,Ad_Reason,Ad_Reason,0,3
P01073,40,Male,Other,High School,Liberal,3,2,4,3.7,2,Control,Control,0,4
P01074,24,Female,Other,Bachelor,Moderate,5,5,3,2.5,5,Ad_Reason,Ad_Reason,1,4
P01075,51,Male,Black,High School,Conservative,4,4,5,2.4,2,Ad_Emotion,Ad_Emotion,1,5
P01076,34,Male,Hispanic,High School,Liberal,5,2,1,5.0,3,Control,Control,1,3
P01078,34,Female,Other,High School,Moderate,5,5,4,2.9,1,Ad_Reason,Ad_Reason,1,3
P01079,58,Female,White,High School,Conservative,1,2,5,4.3,5,Ad_Emotion,Ad_Emotion,0,1
P01080,50,Female,White,PhD,Liberal,2,4,1,2.9,1,Ad_Reason,Ad_Reason,1,3
P01081,35,Male,White,Bachelor,Conservative,5,4,1,3.8,1,Control,Control,0,4
P01084,64,Female,White,Bachelor,Moderate,5,1,2,3.4,4,Ad_Emotion,Ad_Emotion,0,3
P01085,44,Male,Other,PhD,Liberal,5,4,1,2.0,3,Ad_Emotion,Ad_Emotion,1,5
P01086,45,Female,White,High School,Conservative,3,1,1,3.4,1,Control,Control,1,1
P01087,52,Male,White,High School,Moderate,5,4,4,2.1,1,Ad_Reason,Ad_Reason,0,3
P01088,42,Male,White,Not Applicable,Liberal,5,4,2,3.4,5,Ad_Reason,Ad_Reason,1,2
P01089,36,Male,Black,High School,Liberal,4,5,2,4.2,5,Ad_Reason,Ad_Reason,1,4
P01090,37,Male,Hispanic,High School,Liberal,1,4,1,1.0,2,Control,Control,0,4
P01091,39,Male,White,High School,Moderate,1,2,3,2.6,1,Control,Control,0,3
P01092,39,Male,White,High School,Moderate,4,4,3,1.0,1,Ad_Emotion,Ad_Emotion,1,4
P01093,48,Female,White,Not Applicable,Moderate,2,3,5,2.7,5,Ad_Emotion,Ad_Emotion,0,1
P01094,40,Female,Black,High School,Liberal,5,5,2,3.3,1,Ad_Emotion,Ad_Emotion,1,5
P01095,48,Male,Other,PhD,Moderate,2,5,1,2.7,3,Ad_Reason,Ad_Reason,1,3
P01096,39,Male,White,Not Applicable,Moderate,4,4,1,1.0,4,Ad_Reason,Ad_Reason,1,4
P01097,40,Male,Hispanic,Bachelor,Liberal,2,3,1,3.9,5,Ad_Emotion,Ad_Emotion,1,4
P01098,18,Male,White,High School,Liberal,1,4,4,1.5,5,Ad_Reason,Ad_Reason,0,3
P01099,50,Male,White,High School,Liberal,3,2,3,3.8,1,Ad_Emotion,Ad_Emotion,1,3
P01100,44,Female,Hispanic,Bachelor,Conservative,2,5,4,2.3,4,Control,Control,1,4
P01101,51,Male,White,Bachelor,Conservative,3,5,1,2.1,4,Ad_Emotion,Ad_Emotion,0,5
P01102,18,Male,White,Bachelor,Conservative,2,3,1,3.0,5,Control,Control,1,3
P01103,65,Male,White,Bachelor,Liberal,4,1,2,4.1,5,Ad_Reason,Ad_Reason,1,2
P01104,38,Male,White,PhD,Conservative,3,3,2,5.0,5,Ad_Emotion,Ad_Emotion,1,2
P01105,53,Female,Hispanic,Bachelor,Moderate,2,2,3,2.6,3,Ad_Reason,Ad_Reason,1,2
P01106,27,Male,Black,Bachelor,Moderate,4,3,5,1.7,1,Control,Control,0,3
P01107,47,Male,Hispanic,PhD,Liberal,1,1,1,3.3,3,Control,Control,1,4
P01108,27,Female,White,High School,Conservative,5,2,2,1.7,5,Control,Control,0,1
P01109,32,Male,White,High School,Conservative,4,2,3,3.7,4,Ad_Reason,Ad_Reason,1,4
P01110,62,Female,White,High School,Liberal,4,1,4,3.4,1,Ad_Reason,Ad_Reason,0,5
P01111,37,Female,White,High School,Liberal,1,4,1,4.4,1,Ad_Reason,Ad_Reason,0,3
P01112,42,Male,Other,Bachelor,Moderate,3,3,5,4.1,5,Ad_Reason,Ad_Reason,1,4
P01113,50,Female,Black,High School,Conservative,2,2,3,3.1,5,Control,Control,1,3
P01114,45,Male,White,Bachelor,Conservative,3,3,5,3.0,5,Control,Control,0,4
P01115,41,Female,Hispanic,Not Applicable,Liberal,4,1,1,2.1,5,Ad_Emotion,Ad_Emotion,0,5
P01116,44,Male,Asian,High School,Moderate,2,5,3,2.1,5,Ad_Emotion,Ad_Emotion,1,2
P01117,68,Male,White,Bachelor,Liberal,5,1,2,3.0,5,Ad_Reason,Ad_Reason,1,3
P01118,39,Female,Hispanic,High School,Conservative,5,3,5,1.9,1,Control,Control,0,2
P01119,42,Female,White,High School,Conservative,2,2,4,2.7,3,Control,Control,1,4
P01120,52,Other,White,Bachelor,Moderate,4,3,4,2.5,4,Control,Control,0,3
P01121,53,Female,White,Not Applicable,Liberal,1,5,5,3.6,5,Ad_Emotion,Ad_Emotion,1,2
P01122,54,Male,White,Bachelor,Conservative,3,2,1,3.0,4,Ad_Emotion,Ad_Emotion,1,3
P01124,26,Male,White,Bachelor,Conservative,1,4,1,2.7,4,Control,Control,0,3
P01125,59,Male,White,High School,Moderate,1,1,4,1.8,1,Control,Control,1,3
P01126,26,Male,Asian,High School,Conservative,5,4,4,3.5,2,Ad_Emotion,Ad_Emotion,1,3
P01127,43,Female,Other,Bachelor,Conservative,1,3,2,2.9,3,Control,Control,0,2
P01128,30,Male,Asian,High School,Liberal,2,4,1,2.7,2,Control,Control,0,2
P01129,39,Male,White,Bachelor,Conservative,5,1,4,2.6,1,Ad_Reason,Ad_Reason,1,3
P01130,43,Male,White,Bachelor,Liberal,4,2,4,3.0,2,Ad_Reason,Ad_Reason,1,3
P01131,43,Female,White,Bachelor,Conservative,5,5,1,2.7,1,Ad_Emotion,Ad_Emotion,0,3
P01132,45,Female,White,High School,Conservative,5,2,1,3.5,2,Control,Control,0,5
P01133,59,Female,White,Not Applicable,Liberal,3,4,4,3.7,1,Control,Control,1,3
P01134,45,Male,Black,High School,Moderate,1,3,5,2.6,3,Ad_Reason,Ad_Reason,1,3
P01135,37,Female,Black,Master,Moderate,2,4,4,5.0,3,Ad_Emotion,Ad_Emotion,0,3
P01136,51,Male,Black,High School,Conservative,1,1,2,2.4,3,Ad_Reason,Ad_Reason,0,3
P01137,54,Female,White,Bachelor,Conservative,3,1,3,3.0,1,Ad_Reason,Ad_Reason,1,4
P01138,25,Female,White,Bachelor,Moderate,1,3,1,1.4,4,Ad_Reason,Ad_Reason,1,4
P01139,47,Male,Black,High School,Conservative,2,2,2,2.9,2,Ad_Reason,Ad_Reason,1,3
P01141,36,Female,White,High School,Liberal,3,1,3,3.0,2,Control,Control,0,4
P01142,56,Male,White,Master,Moderate,2,3,4,4.0,2,Ad_Reason,Ad_Reason,0,3
P01143,38,Female,White,Bachelor,Moderate,1,2,1,4.7,3,Ad_Emotion,Ad_Emotion,0,4
P01144,41,Male,White,High School,Liberal,3,4,4,4.1,4,Ad_Emotion,Ad_Emotion,1,5
P01145,37,Male,Hispanic,Bachelor,Moderate,3,5,2,2.9,2,Ad_Emotion,Ad_Emotion,1,3
P01146,40,Male,Hispanic,PhD,Liberal,5,3,1,3.2,4,Ad_Emotion,Ad_Emotion,1,4
P01147,26,Male,White,Bachelor,Conservative,2,2,4,4.5,1,Ad_Reason,Ad_Reason,1,2
P01150,29,Female,White,High School,Moderate,5,4,4,2.1,5,Ad_Reason,Ad_Reason,0,1
P01152,18,Female,White,Bachelor,Conservative,3,2,5,2.9,2,Ad_Emotion,Ad_Emotion,1,5
P01153,32,Female,White,Master,Conservative,2,2,4,2.1,3,Ad_Reason,Ad_Reason,1,4
P01154,24,Female,Hispanic,PhD,Conservative,5,4,1,2.3,2,Control,Control,0,2
P01156,52,Male,White,High School,Liberal,3,3,1,4.0,5,Ad_Reason,Ad_Reason,1,3
P01158,67,Female,White,High School,Conservative,3,5,5,2.6,1,Ad_Reason,Ad_Reason,0,2
P01159,51,Female,White,High School,Moderate,1,4,1,2.1,2,Ad_Reason,Ad_Reason,0,4
P01160,36,Male,Other,Bachelor,Conservative,3,5,4,5.0,5,Ad_Reason,Ad_Reason,0,3
P01161,18,Male,Black,Bachelor,Conservative,2,2,2,3.8,5,Control,Control,0,4
P01162,67,Female,White,Bachelor,Conservative,1,2,3,2.2,2,Ad_Reason,Ad_Reason,1,4
P01163,23,Male,Asian,Bachelor,Conservative,1,1,4,3.4,2,Ad_Emotion,Ad_Emotion,1,2
P01164,20,Female,Hispanic,PhD,Liberal,1,4,5,2.6,1,Control,Control,1,2
P01165,52,Female,Hispanic,High School,Moderate,4,2,2,1.7,5,Control,Control,0,3
P01166,69,Female,White,High School,Liberal,4,2,4,2.7,3,Control,Control,0,2
P01169,47,Female,White,Bachelor,Liberal,1,1,1,2.6,2,Control,Control,0,2
P01170,50,Female,Other,Bachelor,Moderate,1,1,4,2.5,2,Control,Control,1,3
P01171,49,Male,Black,Bachelor,Moderate,3,1,5,3.9,5,Ad_Reason,Ad_Reason,1,4
P01172,43,Male,Hispanic,Bachelor,Conservative,3,3,1,3.4,3,Control,Control,1,3
P01173,41,Female,White,High School,Liberal,3,4,4,2.4,1,Ad_Emotion,Ad_Emotion,0,4
P01174,39,Female,Hispanic,Master,Liberal,5,4,4,3.3,4,Ad_Emotion,Ad_Emotion,0,3
P01175,30,Female,White,High School,Moderate,3,4,5,4.3,5,Ad_Emotion,Ad_Emotion,1,3
P01176,36,Other,Other,Bachelor,Liberal,3,1,2,2.2,5,Ad_Emotion,Ad_Emotion,1,4
P01177,19,Male,White,High School,Conservative,2,1,2,1.7,4,Control,Control,0,2
P01178,38,Male,White,Bachelor,Conservative,4,2,4,1.9,4,Control,Control,1,3
P01179,28,Female,Hispanic,Bachelor,Moderate,4,3,2,3.4,2,Ad_Emotion,Ad_Emotion,1,4
P01180,26,Female,White,Not Applicable,Conservative,4,4,3,4.5,3,Ad_Emotion,Ad_Emotion,1,4
P01181,42,Male,White,Master,Liberal,5,3,5,3.8,5,Control,Control,1,3
P01182,56,Male,Other,Bachelor,Conservative,1,4,4,4.3,5,Ad_Emotion,Ad_Emotion,1,3
P01183,51,Female,White,PhD,Liberal,3,1,2,1.0,1,Ad_Reason,Ad_Reason,0,4
P01184,21,Male,Black,Bachelor,Conservative,2,1,2,2.2,4,Ad_Emotion,Ad_Emotion,1,4
P01186,51,Female,Hispanic,Bachelor,Liberal,4,5,1,3.6,5,Ad_Reason,Ad_Reason,0,4
P01187,28,Female,Black,Bachelor,Liberal,5,1,2,2.8,4,Ad_Reason,Ad_Reason,0,4
P01188,37,Female,White,Master,Moderate,2,2,5,1.0,2,Control,Control,1,2
P01189,46,Male,White,High School,Conservative,5,1,1,3.8,1,Control,Control,0,4
P01190,28,Female,White,Bachelor,Liberal,4,2,4,4.2,5,Ad_Reason,Ad_Reason,1,4
P01191,41,Female,White,Master,Moderate,1,3,1,5.0,1,Ad_Reason,Ad_Reason,1,2
P01193,32,Female,Black,Master,Moderate,4,1,4,3.6,1,Ad_Emotion,Ad_Emotion,1,5
P01194,43,Male,White,Bachelor,Conservative,4,3,4,1.9,4,Ad_Reason,Ad_Reason,0,2
P01195,20,Male,White,Bachelor,Liberal,5,2,1,1.4,5,Control,Control,1,3
P01196,45,Male,Black,Bachelor,Moderate,2,5,4,4.2,1,Ad_Emotion,Ad_Emotion,0,3
P01197,39,Male,White,Bachelor,Conservative,4,2,1,3.5,3,Ad_Reason,Ad_Reason,1,3
P01198,46,Female,White,PhD,Moderate,5,4,1,4.2,5,Ad_Emotion,Ad_Emotion,1,4
P01199,42,Female,White,PhD,Moderate,2,4,1,2.7,1,Control,Control,1,3
P01200,56,Female,White,PhD,Conservative,1,4,5,5.0,5,Ad_Reason,Ad_Reason,1,5
P01201,41,Female,Black,High School,Liberal,4,3,2,3.3,1,Ad_Emotion,Ad_Emotion,0,3
P01202,34,Male,Black,Master,Conservative,3,2,4,2.2,1,Ad_Reason,Ad_Reason,0,3
P01203,41,Male,White,Not Applicable,Conservative,5,1,3,2.7,4,Ad_Emotion,Ad_Emotion,1,2
P01204,46,Male,White,High School,Liberal,1,4,2,1.4,1,Control,Control,0,3
P01205,40,Male,White,Bachelor,Conservative,1,2,3,2.1,3,Control,Control,1,2
P01206,40,Male,White,Master,Liberal,1,1,1,2.6,4,Ad_Reason,Ad_Reason,1,4
P01207,31,Female,Hispanic,Bachelor,Moderate,5,2,4,4.5,3,Ad_Emotion,Ad_Emotion,0,2
P01208,32,Other,White,Not Applicable,Conservative,2,3,2,2.9,3,Ad_Reason,Ad_Reason,1,4
P01209,23,Male,White,Bachelor,Conservative,3,4,3,4.1,2,Ad_Reason,Ad_Reason,1,3
P01210,60,Male,White,Master,Conservative,2,5,3,2.9,3,Ad_Emotion,Ad_Emotion,1,3
P01211,25,Female,Black,Master,Conservative,4,4,3,2.0,1,Ad_Emotion,Ad_Emotion,1,3
P01212,31,Male,Black,Bachelor,Moderate,3,4,2,3.5,5,Ad_Emotion,Ad_Emotion,0,4
P01213,31,Female,Black,Master,Moderate,2,3,5,2.2,4,Control,Control,0,3
P01214,50,Female,Hispanic,Bachelor,Liberal,4,1,1,2.6,4,Ad_Reason,Ad_Reason,1,3
P01215,36,Female,White,Bachelor,Liberal,3,4,4,5.0,4,Ad_Reason,Ad_Reason,1,3
P01216,54,Male,White,High School,Moderate,5,1,3,3.6,5,Control,Control,1,2
P01217,31,Female,White,Bachelor,Conservative,4,1,2,2.2,3,Ad_Emotion,Ad_Emotion,1,3
P01220,65,Male,White,High School,Conservative,4,3,5,1.2,4,Control,Control,1,4
P01221,25,Male,Black,High School,Liberal,4,3,3,4.1,1,Ad_Reason,Ad_Reason,0,3
P01222,43,Female,Black,High School,Moderate,5,5,3,3.3,3,Control,Control,1,3
P01223,47,Female,Hispanic,Bachelor,Moderate,4,3,4,2.8,2,Ad_Reason,Ad_Reason,1,3
P01224,44,Female,White,Not Applicable,Moderate,3,5,2,1.3,4,Ad_Reason,Ad_Reason,1,4
P01225,37,Female,Asian,Bachelor,Conservative,1,1,2,2.7,3,Ad_Reason,Ad_Reason,1,3
P01226,38,Female,White,Bachelor,Moderate,3,1,5,3.2,2,Ad_Emotion,Ad_Emotion,1,4
P01227,40,Male,Black,Bachelor,Conservative,3,2,3,1.8,4,Ad_Reason,Ad_Reason,1,4
P01228,38,Female,Hispanic,High School,Conservative,5,2,4,3.0,3,Ad_Reason,Ad_Reason,1,3
P01229,51,Female,White,Master,Moderate,5,1,1,4.6,1,Ad_Emotion,Ad_Emotion,0,3
P01230,66,Female,Asian,Bachelor,Conservative,4,4,4,3.2,5,Ad_Reason,Ad_Reason,1,5
P01231,33,Female,Black,Bachelor,Liberal,5,2,4,3.6,4,Control,Control,0,2
P01232,23,Male,White,PhD,Liberal,4,3,4,2.6,2,Control,Control,0,3
P01233,38,Female,White,Master,Liberal,1,2,4,1.9,2,Ad_Reason,Ad_Reason,1,4
P01234,70,Male,White,Master,Moderate,2,1,3,2.4,5,Ad_Emotion,Ad_Emotion,1,3
P01235,30,Male,Hispanic,PhD,Liberal,5,4,4,4.1,5,Control,Control,0,3
P01236,59,Female,Hispanic,Not Applicable,Conservative,5,1,2,2.9,3,Ad_Emotion,Ad_Emotion,1,4
P01237,60,Male,White,Bachelor,Moderate,1,4,2,2.8,5,Ad_Emotion,Ad_Emotion,1,4
P01238,33,Female,White,High School,Moderate,5,2,4,2.5,4,Control,Control,0,3
P01239,46,Male,White,Bachelor,Liberal,1,3,2,1.7,5,Ad_Emotion,Ad_Emotion,1,5
P01240,59,Male,White,Master,Liberal,4,3,3,4.4,4,Control,Control,1,3
P01241,35,Female,White,High School,Liberal,5,1,1,2.8,1,Ad_Emotion,Ad_Emotion,0,4
P01242,37,Female,White,High School,Moderate,5,4,4,2.5,5,Control,Control,1,4
P01243,33,Female,White,High School,Moderate,4,2,2,3.1,1,Ad_Reason,Ad_Reason,0,4
P01245,32,Female,Hispanic,Bachelor,Moderate,3,4,3,3.3,5,Control,Control,1,3
P01246,25,Male,Hispanic,High School,Conservative,1,4,3,2.3,2,Control,Control,1,5
P01247,40,Male,Asian,High School,Liberal,2,2,1,3.1,1,Control,Control,1,5
P01248,30,Male,Hispanic,Master,Conservative,3,4,5,2.9,2,Ad_Emotion,Ad_Emotion,0,4
P01249,42,Female,White,High School,Moderate,2,3,5,4.9,1,Ad_Reason,Ad_Reason,1,5
P01250,21,Female,White,High School,Moderate,3,1,5,4.9,3,Control,Control,0,4
P01251,43,Male,White,Bachelor,Liberal,3,5,1,3.8,1,Ad_Emotion,Ad_Emotion,1,4
P01252,50,Female,Asian,Bachelor,Moderate,3,4,4,2.9,3,Ad_Reason,Ad_Reason,0,3
P01253,18,Female,Hispanic,High School,Liberal,1,3,5,3.8,2,Ad_Reason,Ad_Reason,1,3
P01254,44,Male,Black,Bachelor,Conservative,2,3,5,3.8,1,Ad_Reason,Ad_Reason,1,4
